Date,Prediction,Actual,Delta,Comment
2019-12-11,29.0,29.0,0.0,Predicted
2019-12-12,9.0,9.0,0.0,Predicted
2019-12-13,88.0,61.0,27.0,Over-Predicted
2019-12-14,6.0,6.0,0.0,Predicted
2019-12-15,13.0,20.0,-7.0,Under-Predicted
2019-12-16,39.0,33.0,6.0,Over-Predicted
2019-12-17,5.0,11.0,-6.0,Under-Predicted
2019-12-18,11.0,19.0,-8.0,Under-Predicted
2019-12-19,42.0,42.0,0.0,Predicted
2019-12-20,24.0,24.0,0.0,Predicted
2019-12-21,19.0,11.0,8.0,Over-Predicted
2019-12-22,20.0,20.0,0.0,Predicted
2019-12-23,24.0,25.0,-1.0,Under-Predicted
2019-12-24,9.0,29.0,-20.0,Under-Predicted
2019-12-25,35.0,32.0,3.0,Over-Predicted
2019-12-26,12.0,19.0,-7.0,Under-Predicted
2019-12-27,42.0,25.0,17.0,Over-Predicted
2019-12-28,22.0,21.0,1.0,Over-Predicted
2019-12-29,17.0,17.0,0.0,Predicted
2019-12-30,21.0,21.0,0.0,Predicted
2019-12-31,24.0,21.0,3.0,Over-Predicted
2020-01-01,27.0,27.0,0.0,Predicted
2020-01-02,31.0,27.0,4.0,Over-Predicted
2020-01-03,13.0,17.0,-4.0,Under-Predicted
2020-01-04,30.0,16.0,14.0,Over-Predicted
2020-01-05,45.0,35.0,10.0,Over-Predicted
2020-01-06,9.0,6.0,3.0,Over-Predicted
2020-01-07,40.0,45.0,-5.0,Under-Predicted
2020-01-08,13.0,13.0,0.0,Predicted
2020-01-09,21.0,21.0,0.0,Predicted
2020-01-10,26.0,26.0,0.0,Predicted
2020-01-11,28.0,33.0,-5.0,Under-Predicted
2020-01-12,11.0,11.0,0.0,Predicted
2020-01-13,45.0,45.0,0.0,Predicted
2020-01-14,39.0,39.0,0.0,Predicted
2020-01-15,26.0,26.0,0.0,Predicted
2020-01-16,0.0,18.0,-18.0,Under-Predicted
2020-01-17,27.0,27.0,0.0,Predicted
2020-01-18,0.0,14.0,-14.0,Under-Predicted
2020-01-19,16.0,30.0,-14.0,Under-Predicted
2020-01-20,0.0,14.0,-14.0,Under-Predicted
2020-01-21,46.0,38.0,8.0,Over-Predicted
2020-01-22,22.0,23.0,-1.0,Under-Predicted
2020-01-23,31.0,31.0,0.0,Predicted
2020-01-24,42.0,42.0,0.0,Predicted
2020-01-25,7.0,7.0,0.0,Predicted
2020-01-26,19.0,19.0,0.0,Predicted
2020-01-27,0.0,9.0,-9.0,Under-Predicted
2020-01-28,27.0,40.0,-13.0,Under-Predicted
2020-01-29,37.0,37.0,0.0,Predicted
2020-01-30,28.0,28.0,0.0,Predicted
2020-01-31,0.0,27.0,-27.0,Under-Predicted
2020-02-01,13.0,15.0,-2.0,Under-Predicted
2020-02-02,11.0,21.0,-10.0,Under-Predicted
2020-02-03,21.0,18.0,3.0,Over-Predicted
2020-02-04,20.0,20.0,0.0,Predicted
2020-02-05,21.0,21.0,0.0,Predicted
2020-02-06,30.0,30.0,0.0,Predicted
2020-02-07,2.0,11.0,-9.0,Under-Predicted
2020-02-08,22.0,12.0,10.0,Over-Predicted
2020-02-09,32.0,17.0,15.0,Over-Predicted
2020-02-10,16.0,16.0,0.0,Predicted
2020-02-11,17.0,9.0,8.0,Over-Predicted
2020-02-12,39.0,22.0,17.0,Over-Predicted
2020-02-13,0.0,23.0,-23.0,Under-Predicted
2020-02-14,30.0,30.0,0.0,Predicted
2020-02-15,22.0,22.0,0.0,Predicted
2020-02-16,20.0,20.0,0.0,Predicted
2020-02-17,27.0,22.0,5.0,Over-Predicted
2020-02-18,63.0,45.0,18.0,Over-Predicted
2020-02-19,17.0,17.0,0.0,Predicted
2020-02-20,23.0,21.0,2.0,Over-Predicted
2020-02-21,61.0,45.0,16.0,Over-Predicted
2020-02-22,13.0,19.0,-6.0,Under-Predicted
2020-02-23,35.0,35.0,0.0,Predicted
2020-02-24,23.0,23.0,0.0,Predicted
2020-02-25,25.0,25.0,0.0,Predicted
2020-02-26,18.0,22.0,-4.0,Under-Predicted
2020-02-27,14.0,10.0,4.0,Over-Predicted
2020-02-28,32.0,32.0,0.0,Predicted
2020-02-29,29.0,29.0,0.0,Predicted
2020-03-01,40.0,41.0,-1.0,Under-Predicted
2020-03-02,27.0,27.0,0.0,Predicted
2020-03-03,29.0,29.0,0.0,Predicted
2020-03-04,0.0,8.0,-8.0,Under-Predicted
2020-03-05,10.0,26.0,-16.0,Under-Predicted
2020-03-06,3.0,18.0,-15.0,Under-Predicted
2020-03-07,12.0,12.0,0.0,Predicted
2020-03-08,9.0,16.0,-7.0,Under-Predicted
2020-03-09,34.0,24.0,10.0,Over-Predicted
2020-03-10,48.0,36.0,12.0,Over-Predicted
2020-03-11,27.0,27.0,0.0,Predicted
2020-03-12,9.0,9.0,0.0,Predicted
2020-03-13,21.0,21.0,0.0,Predicted
2020-03-14,33.0,29.0,4.0,Over-Predicted
2020-03-15,15.0,15.0,0.0,Predicted
2020-03-16,30.0,24.0,6.0,Over-Predicted
2020-03-17,13.0,13.0,0.0,Predicted
2020-03-18,56.0,41.0,15.0,Over-Predicted
2020-03-19,35.0,35.0,0.0,Predicted
2020-03-20,36.0,36.0,0.0,Predicted
2020-03-21,12.0,12.0,0.0,Predicted
2020-03-22,19.0,26.0,-7.0,Under-Predicted
2020-03-23,1.0,27.0,-26.0,Under-Predicted
2020-03-24,9.0,9.0,0.0,Predicted
2020-03-25,35.0,24.0,11.0,Over-Predicted
2020-03-26,21.0,21.0,0.0,Predicted
2020-03-27,22.0,10.0,12.0,Over-Predicted
2020-03-28,38.0,30.0,8.0,Over-Predicted
2020-03-29,45.0,34.0,11.0,Over-Predicted
2020-03-30,23.0,32.0,-9.0,Under-Predicted
2020-03-31,38.0,36.0,2.0,Over-Predicted
2020-04-01,20.0,30.0,-10.0,Under-Predicted
2020-04-02,15.0,22.0,-7.0,Under-Predicted
2020-04-03,2.0,9.0,-7.0,Under-Predicted
2020-04-04,26.0,26.0,0.0,Predicted
2020-04-05,22.0,22.0,0.0,Predicted
2020-04-06,24.0,30.0,-6.0,Under-Predicted
2020-04-07,0.0,0.0,0.0,Predicted
2020-04-08,0.0,0.0,0.0,Predicted
2020-04-09,0.0,0.0,0.0,Predicted
2020-04-10,0.0,0.0,0.0,Predicted
2020-04-11,0.0,0.0,0.0,Predicted
2020-04-12,0.0,0.0,0.0,Predicted
2020-04-13,0.0,0.0,0.0,Predicted
2020-04-14,0.0,0.0,0.0,Predicted
2020-04-15,0.0,0.0,0.0,Predicted
2020-04-16,0.0,0.0,0.0,Predicted
2020-04-17,0.0,0.0,0.0,Predicted
2020-04-18,0.0,0.0,0.0,Predicted
2020-04-19,0.0,0.0,0.0,Predicted
2020-04-20,0.0,0.0,0.0,Predicted
2020-04-21,0.0,0.0,0.0,Predicted
2020-04-22,0.0,0.0,0.0,Predicted
2020-04-23,0.0,0.0,0.0,Predicted
2020-04-24,0.0,0.0,0.0,Predicted
2020-04-25,0.0,0.0,0.0,Predicted
2020-04-26,0.0,0.0,0.0,Predicted
2020-04-27,0.0,0.0,0.0,Predicted
2020-04-28,0.0,0.0,0.0,Predicted
2020-04-29,0.0,0.0,0.0,Predicted
2020-04-30,0.0,0.0,0.0,Predicted
2020-05-01,0.0,0.0,0.0,Predicted
2020-05-02,0.0,0.0,0.0,Predicted
2020-05-03,0.0,0.0,0.0,Predicted
2020-05-04,0.0,0.0,0.0,Predicted
2020-05-05,0.0,0.0,0.0,Predicted
2020-05-06,0.0,0.0,0.0,Predicted
2020-05-07,0.0,0.0,0.0,Predicted
2020-05-08,0.0,0.0,0.0,Predicted
2020-05-09,0.0,0.0,0.0,Predicted
2020-05-10,0.0,0.0,0.0,Predicted
2020-05-11,0.0,0.0,0.0,Predicted
2020-05-12,0.0,0.0,0.0,Predicted
2020-05-13,0.0,0.0,0.0,Predicted
2020-05-14,0.0,0.0,0.0,Predicted
2020-05-15,0.0,0.0,0.0,Predicted
2020-05-16,0.0,0.0,0.0,Predicted
2020-05-17,0.0,0.0,0.0,Predicted
2020-05-18,0.0,0.0,0.0,Predicted
2020-05-19,0.0,0.0,0.0,Predicted
2020-05-20,0.0,0.0,0.0,Predicted
2020-05-21,0.0,0.0,0.0,Predicted
2020-05-22,0.0,0.0,0.0,Predicted
2020-05-23,0.0,0.0,0.0,Predicted
2020-05-24,0.0,0.0,0.0,Predicted
2020-05-25,0.0,0.0,0.0,Predicted
2020-05-26,0.0,0.0,0.0,Predicted
2020-05-27,0.0,0.0,0.0,Predicted
2020-05-28,0.0,0.0,0.0,Predicted
2020-05-29,0.0,0.0,0.0,Predicted
2020-05-30,0.0,0.0,0.0,Predicted
2020-05-31,0.0,0.0,0.0,Predicted
2020-06-01,0.0,0.0,0.0,Predicted
2020-06-02,0.0,0.0,0.0,Predicted
2020-06-03,0.0,0.0,0.0,Predicted
2020-06-04,0.0,0.0,0.0,Predicted
2020-06-05,0.0,0.0,0.0,Predicted
2020-06-06,0.0,0.0,0.0,Predicted
2020-06-07,0.0,0.0,0.0,Predicted
2020-06-08,0.0,0.0,0.0,Predicted
2020-06-09,0.0,0.0,0.0,Predicted
2020-06-10,0.0,0.0,0.0,Predicted
2020-06-11,0.0,0.0,0.0,Predicted
2020-06-12,0.0,0.0,0.0,Predicted
2020-06-13,0.0,0.0,0.0,Predicted
2020-06-14,0.0,0.0,0.0,Predicted
2020-06-15,0.0,0.0,0.0,Predicted
2020-06-16,0.0,0.0,0.0,Predicted
2020-06-17,0.0,0.0,0.0,Predicted
2020-06-18,0.0,0.0,0.0,Predicted
2020-06-19,0.0,0.0,0.0,Predicted
2020-06-20,0.0,0.0,0.0,Predicted
2020-06-21,0.0,0.0,0.0,Predicted
2020-06-22,0.0,0.0,0.0,Predicted
2020-06-23,0.0,0.0,0.0,Predicted
2020-06-24,0.0,0.0,0.0,Predicted
2020-06-25,0.0,0.0,0.0,Predicted
2020-06-26,0.0,0.0,0.0,Predicted
2020-06-27,0.0,0.0,0.0,Predicted
2020-06-28,0.0,0.0,0.0,Predicted
2020-06-29,0.0,0.0,0.0,Predicted
2020-06-30,0.0,0.0,0.0,Predicted
2020-07-01,17.0,9.0,8.0,Over-Predicted
2020-07-02,6.0,6.0,0.0,Predicted
2020-07-03,13.0,10.0,3.0,Over-Predicted
2020-07-04,13.0,8.0,5.0,Over-Predicted
2020-07-05,4.0,4.0,0.0,Predicted
2020-07-06,21.0,12.0,9.0,Over-Predicted
2020-07-07,8.0,8.0,0.0,Predicted
2020-07-08,0.0,7.0,-7.0,Under-Predicted
2020-07-09,0.0,12.0,-12.0,Under-Predicted
2020-07-10,11.0,10.0,1.0,Over-Predicted
2020-07-11,0.0,4.0,-4.0,Under-Predicted
2020-07-12,2.0,2.0,0.0,Predicted
2020-07-13,4.0,8.0,-4.0,Under-Predicted
2020-07-14,10.0,10.0,0.0,Predicted
2020-07-15,0.0,8.0,-8.0,Under-Predicted
2020-07-16,7.0,7.0,0.0,Predicted
2020-07-17,0.0,5.0,-5.0,Under-Predicted
2020-07-18,7.0,11.0,-4.0,Under-Predicted
2020-07-19,6.0,7.0,-1.0,Under-Predicted
2020-07-20,9.0,9.0,0.0,Predicted
2020-07-21,8.0,8.0,0.0,Predicted
2020-07-22,9.0,9.0,0.0,Predicted
2020-07-23,7.0,7.0,0.0,Predicted
2020-07-24,3.0,3.0,0.0,Predicted
2020-07-25,9.0,9.0,0.0,Predicted
2020-07-26,0.0,8.0,-8.0,Under-Predicted
2020-07-27,11.0,11.0,0.0,Predicted
2020-07-28,0.0,8.0,-8.0,Under-Predicted
2020-07-29,9.0,9.0,0.0,Predicted
2020-07-30,17.0,7.0,10.0,Over-Predicted
2020-07-31,6.0,6.0,0.0,Predicted
2020-08-01,6.0,6.0,0.0,Predicted
2020-08-02,9.0,9.0,0.0,Predicted
2020-08-03,0.0,10.0,-10.0,Under-Predicted
2020-08-04,6.0,4.0,2.0,Over-Predicted
2020-08-05,10.0,10.0,0.0,Predicted
2020-08-06,10.0,10.0,0.0,Predicted
2020-08-07,9.0,9.0,0.0,Predicted
2020-08-08,0.0,6.0,-6.0,Under-Predicted
2020-08-09,9.0,9.0,0.0,Predicted
2020-08-10,3.0,3.0,0.0,Predicted
2020-08-11,6.0,6.0,0.0,Predicted
2020-08-12,4.0,4.0,0.0,Predicted
2020-08-13,9.0,9.0,0.0,Predicted
2020-08-14,0.0,2.0,-2.0,Under-Predicted
2020-08-15,8.0,8.0,0.0,Predicted
2020-08-16,8.0,8.0,0.0,Predicted
2020-08-17,3.0,3.0,0.0,Predicted
2020-08-18,6.0,6.0,0.0,Predicted
2020-08-19,5.0,5.0,0.0,Predicted
2020-08-20,13.0,13.0,0.0,Predicted
2020-08-21,8.0,8.0,0.0,Predicted
2020-08-22,3.0,9.0,-6.0,Under-Predicted
2020-08-23,0.0,6.0,-6.0,Under-Predicted
2020-08-24,8.0,4.0,4.0,Over-Predicted
2020-08-25,6.0,6.0,0.0,Predicted
2020-08-26,3.0,10.0,-7.0,Under-Predicted
2020-08-27,5.0,5.0,0.0,Predicted
2020-08-28,0.0,3.0,-3.0,Under-Predicted
2020-08-29,6.0,6.0,0.0,Predicted
2020-08-30,16.0,8.0,8.0,Over-Predicted
2020-08-31,10.0,10.0,0.0,Predicted
2020-09-01,7.0,7.0,0.0,Predicted
2020-09-02,8.0,8.0,0.0,Predicted
2020-09-03,0.0,4.0,-4.0,Under-Predicted
2020-09-04,5.0,5.0,0.0,Predicted
2020-09-05,13.0,2.0,11.0,Over-Predicted
2020-09-06,9.0,9.0,0.0,Predicted
2020-09-07,8.0,8.0,0.0,Predicted
2020-09-08,0.0,9.0,-9.0,Under-Predicted
2020-09-09,9.0,9.0,0.0,Predicted
2020-09-10,9.0,9.0,0.0,Predicted
2020-09-11,9.0,7.0,2.0,Over-Predicted
2020-09-12,10.0,10.0,0.0,Predicted
2020-09-13,14.0,11.0,3.0,Over-Predicted
2020-09-14,0.0,0.0,0.0,Predicted
2020-09-15,9.0,3.0,6.0,Over-Predicted
2020-09-16,28.0,9.0,19.0,Over-Predicted
2020-09-17,0.0,9.0,-9.0,Under-Predicted
2020-09-18,4.0,4.0,0.0,Predicted
2020-09-19,9.0,9.0,0.0,Predicted
2020-09-20,3.0,3.0,0.0,Predicted
2020-09-21,18.0,18.0,0.0,Predicted
2020-09-22,6.0,6.0,0.0,Predicted
2020-09-23,9.0,9.0,0.0,Predicted
2020-09-24,7.0,7.0,0.0,Predicted
2020-09-25,11.0,11.0,0.0,Predicted
2020-09-26,0.0,6.0,-6.0,Under-Predicted
2020-09-27,7.0,7.0,0.0,Predicted
2020-09-28,14.0,9.0,5.0,Over-Predicted
2020-09-29,2.0,6.0,-4.0,Under-Predicted
2020-09-30,0.0,12.0,-12.0,Under-Predicted
2020-10-01,12.0,12.0,0.0,Predicted
2020-10-02,2.0,4.0,-2.0,Under-Predicted
2020-10-03,6.0,6.0,0.0,Predicted
2020-10-04,7.0,7.0,0.0,Predicted
2020-10-05,3.0,4.0,-1.0,Under-Predicted
2020-10-06,5.0,5.0,0.0,Predicted
2020-10-07,5.0,2.0,3.0,Over-Predicted
2020-10-08,6.0,6.0,0.0,Predicted
2020-10-09,8.0,8.0,0.0,Predicted
2020-10-10,3.0,3.0,0.0,Predicted
2020-10-11,0.0,8.0,-8.0,Under-Predicted
2020-10-12,12.0,12.0,0.0,Predicted
2020-10-13,0.0,11.0,-11.0,Under-Predicted
2020-10-14,0.0,8.0,-8.0,Under-Predicted
2020-10-15,8.0,8.0,0.0,Predicted
2020-10-16,0.0,6.0,-6.0,Under-Predicted
2020-10-17,8.0,7.0,1.0,Over-Predicted
2020-10-18,5.0,5.0,0.0,Predicted
2020-10-19,3.0,4.0,-1.0,Under-Predicted
2020-10-20,3.0,12.0,-9.0,Under-Predicted
2020-10-21,7.0,7.0,0.0,Predicted
2020-10-22,8.0,8.0,0.0,Predicted
2020-10-23,0.0,9.0,-9.0,Under-Predicted
2020-10-24,10.0,6.0,4.0,Over-Predicted
2020-10-25,0.0,5.0,-5.0,Under-Predicted
2020-10-26,12.0,12.0,0.0,Predicted
2020-10-27,9.0,9.0,0.0,Predicted
2020-10-28,0.0,2.0,-2.0,Under-Predicted
2020-10-29,11.0,11.0,0.0,Predicted
2020-10-30,0.0,7.0,-7.0,Under-Predicted
2020-10-31,2.0,2.0,0.0,Predicted
2020-11-01,0.0,4.0,-4.0,Under-Predicted
2020-11-02,6.0,9.0,-3.0,Under-Predicted
2020-11-03,1.0,1.0,0.0,Predicted
2020-11-04,4.0,3.0,1.0,Over-Predicted
2020-11-05,8.0,8.0,0.0,Predicted
2020-11-06,9.0,9.0,0.0,Predicted
2020-11-07,0.0,10.0,-10.0,Under-Predicted
2020-11-08,9.0,6.0,3.0,Over-Predicted
2020-11-09,11.0,4.0,7.0,Over-Predicted
2020-11-10,8.0,8.0,0.0,Predicted
2020-11-11,5.0,0.0,5.0,Over-Predicted
2020-11-12,20.0,9.0,11.0,Over-Predicted
2020-11-13,26.0,4.0,22.0,Over-Predicted
2020-11-14,7.0,7.0,0.0,Predicted
2020-11-15,6.0,6.0,0.0,Predicted
2020-11-16,5.0,5.0,0.0,Predicted
2020-11-17,9.0,9.0,0.0,Predicted
2020-11-18,3.0,3.0,0.0,Predicted
2020-11-19,10.0,10.0,0.0,Predicted
2020-11-20,5.0,6.0,-1.0,Under-Predicted
2020-11-21,5.0,5.0,0.0,Predicted
2020-11-22,0.0,6.0,-6.0,Under-Predicted
2020-11-23,0.0,8.0,-8.0,Under-Predicted
2020-11-24,8.0,8.0,0.0,Predicted
2020-11-25,7.0,7.0,0.0,Predicted
2020-11-26,0.0,13.0,-13.0,Under-Predicted
2020-11-27,12.0,12.0,0.0,Predicted
2020-11-28,0.0,4.0,-4.0,Under-Predicted
2020-11-29,4.0,6.0,-2.0,Under-Predicted
2020-11-30,4.0,8.0,-4.0,Under-Predicted
2020-12-01,1.0,1.0,0.0,Predicted
2020-12-02,8.0,8.0,0.0,Predicted
2020-12-03,13.0,7.0,6.0,Over-Predicted
2020-12-04,11.0,11.0,0.0,Predicted
2020-12-05,0.0,1.0,-1.0,Under-Predicted
2020-12-06,26.0,16.0,10.0,Over-Predicted
2020-12-07,0.0,4.0,-4.0,Under-Predicted
2020-12-08,0.0,8.0,-8.0,Under-Predicted
2020-12-09,4.0,7.0,-3.0,Under-Predicted
2020-12-10,3.0,7.0,-4.0,Under-Predicted
2020-12-11,13.0,6.0,7.0,Over-Predicted
2020-12-12,8.0,8.0,0.0,Predicted
2020-12-13,11.0,7.0,4.0,Over-Predicted
2020-12-14,9.0,5.0,4.0,Over-Predicted
2020-12-15,4.0,4.0,0.0,Predicted
2020-12-16,21.0,12.0,9.0,Over-Predicted
2020-12-17,0.0,4.0,-4.0,Under-Predicted
2020-12-18,0.0,3.0,-3.0,Under-Predicted
2020-12-19,27.0,5.0,22.0,Over-Predicted
2020-12-20,8.0,8.0,0.0,Predicted
2020-12-21,12.0,13.0,-1.0,Under-Predicted
2020-12-22,6.0,6.0,0.0,Predicted
2020-12-23,8.0,8.0,0.0,Predicted
2020-12-24,8.0,8.0,0.0,Predicted
2020-12-25,8.0,3.0,5.0,Over-Predicted
2020-12-26,9.0,9.0,0.0,Predicted
2020-12-27,9.0,9.0,0.0,Predicted
2020-12-28,8.0,8.0,0.0,Predicted
2020-12-29,0.0,6.0,-6.0,Under-Predicted
2020-12-30,7.0,7.0,0.0,Predicted
2020-12-31,23.0,9.0,14.0,Over-Predicted
2021-01-01,19.0,8.0,11.0,Over-Predicted
2021-01-02,3.0,5.0,-2.0,Under-Predicted
2021-01-03,2.0,2.0,0.0,Predicted
2021-01-04,6.0,6.0,0.0,Predicted
2021-01-05,21.0,9.0,12.0,Over-Predicted
2021-01-06,8.0,8.0,0.0,Predicted
2021-01-07,0.0,4.0,-4.0,Under-Predicted
2021-01-08,8.0,8.0,0.0,Predicted
2021-01-09,6.0,3.0,3.0,Over-Predicted
2021-01-10,0.0,4.0,-4.0,Under-Predicted
2021-01-11,0.0,11.0,-11.0,Under-Predicted
2021-01-12,22.0,9.0,13.0,Over-Predicted
2021-01-13,9.0,9.0,0.0,Predicted
2021-01-14,26.0,9.0,17.0,Over-Predicted
2021-01-15,6.0,9.0,-3.0,Under-Predicted
2021-01-16,0.0,7.0,-7.0,Under-Predicted
2021-01-17,10.0,10.0,0.0,Predicted
2021-01-18,13.0,13.0,0.0,Predicted
2021-01-19,9.0,9.0,0.0,Predicted
2021-01-20,9.0,9.0,0.0,Predicted
2021-01-21,11.0,3.0,8.0,Over-Predicted
2021-01-22,6.0,6.0,0.0,Predicted
2021-01-23,3.0,10.0,-7.0,Under-Predicted
2021-01-24,6.0,6.0,0.0,Predicted
2021-01-25,0.0,12.0,-12.0,Under-Predicted
2021-01-26,13.0,13.0,0.0,Predicted
2021-01-27,21.0,8.0,13.0,Over-Predicted
2021-01-28,13.0,5.0,8.0,Over-Predicted
2021-01-29,17.0,7.0,10.0,Over-Predicted
2021-01-30,8.0,8.0,0.0,Predicted
2021-01-31,4.0,4.0,0.0,Predicted
2021-02-01,6.0,6.0,0.0,Predicted
2021-02-02,17.0,8.0,9.0,Over-Predicted
2021-02-03,18.0,13.0,5.0,Over-Predicted
2021-02-04,10.0,7.0,3.0,Over-Predicted
2021-02-05,21.0,8.0,13.0,Over-Predicted
2021-02-06,13.0,8.0,5.0,Over-Predicted
2021-02-07,20.0,12.0,8.0,Over-Predicted
2021-02-08,10.0,9.0,1.0,Over-Predicted
2021-02-09,15.0,12.0,3.0,Over-Predicted
2021-02-10,12.0,13.0,-1.0,Under-Predicted
2021-02-11,14.0,12.0,2.0,Over-Predicted
2021-02-12,14.0,14.0,0.0,Predicted
2021-02-13,7.0,7.0,0.0,Predicted
2021-02-14,6.0,6.0,0.0,Predicted
2021-02-15,4.0,4.0,0.0,Predicted
2021-02-16,21.0,10.0,11.0,Over-Predicted
2021-02-17,14.0,8.0,6.0,Over-Predicted
2021-02-18,7.0,7.0,0.0,Predicted
2021-02-19,11.0,11.0,0.0,Predicted
2021-02-20,3.0,8.0,-5.0,Under-Predicted
2021-02-21,10.0,10.0,0.0,Predicted
2021-02-22,5.0,5.0,0.0,Predicted
2021-02-23,9.0,18.0,-9.0,Under-Predicted
2021-02-24,28.0,28.0,0.0,Predicted
2021-02-25,24.0,24.0,0.0,Predicted
2021-02-26,19.0,16.0,3.0,Over-Predicted
2021-02-27,19.0,19.0,0.0,Predicted
2021-02-28,28.0,28.0,0.0,Predicted
2021-03-01,36.0,35.0,1.0,Over-Predicted
2021-03-02,27.0,27.0,0.0,Predicted
2021-03-03,28.0,28.0,0.0,Predicted
2021-03-04,20.0,19.0,1.0,Over-Predicted
2021-03-05,12.0,21.0,-9.0,Under-Predicted
2021-03-06,20.0,20.0,0.0,Predicted
2021-03-07,22.0,29.0,-7.0,Under-Predicted
2021-03-08,0.0,21.0,-21.0,Under-Predicted
2021-03-09,13.0,13.0,0.0,Predicted
2021-03-10,18.0,18.0,0.0,Predicted
2021-03-11,13.0,20.0,-7.0,Under-Predicted
2021-03-12,26.0,26.0,0.0,Predicted
2021-03-13,29.0,29.0,0.0,Predicted
2021-03-14,21.0,18.0,3.0,Over-Predicted
2021-03-15,20.0,20.0,0.0,Predicted
2021-03-16,21.0,25.0,-4.0,Under-Predicted
2021-03-17,9.0,15.0,-6.0,Under-Predicted
2021-03-18,40.0,24.0,16.0,Over-Predicted
2021-03-19,37.0,37.0,0.0,Predicted
2021-03-20,48.0,27.0,21.0,Over-Predicted
2021-03-21,0.0,3.0,-3.0,Under-Predicted
2021-03-22,26.0,26.0,0.0,Predicted
2021-03-23,27.0,19.0,8.0,Over-Predicted
2021-03-24,5.0,11.0,-6.0,Under-Predicted
2021-03-25,10.0,10.0,0.0,Predicted
2021-03-26,23.0,23.0,0.0,Predicted
2021-03-27,24.0,24.0,0.0,Predicted
2021-03-28,3.0,12.0,-9.0,Under-Predicted
2021-03-29,44.0,41.0,3.0,Over-Predicted
2021-03-30,35.0,30.0,5.0,Over-Predicted
2021-03-31,32.0,21.0,11.0,Over-Predicted
2021-04-01,13.0,13.0,0.0,Predicted
2021-04-02,42.0,34.0,8.0,Over-Predicted
2021-04-03,30.0,30.0,0.0,Predicted
2021-04-04,35.0,25.0,10.0,Over-Predicted
2021-04-05,29.0,28.0,1.0,Over-Predicted
2021-04-06,16.0,16.0,0.0,Predicted
2021-04-07,8.0,8.0,0.0,Predicted
2021-04-08,17.0,18.0,-1.0,Under-Predicted
2021-04-09,37.0,37.0,0.0,Predicted
2021-04-10,0.0,15.0,-15.0,Under-Predicted
2021-04-11,5.0,5.0,0.0,Predicted
2021-04-12,9.0,11.0,-2.0,Under-Predicted
2021-04-13,35.0,26.0,9.0,Over-Predicted
2021-04-14,28.0,28.0,0.0,Predicted
2021-04-15,20.0,33.0,-13.0,Under-Predicted
2021-04-16,32.0,39.0,-7.0,Under-Predicted
2021-04-17,26.0,31.0,-5.0,Under-Predicted
2021-04-18,15.0,15.0,0.0,Predicted
2021-04-19,28.0,28.0,0.0,Predicted
2021-04-20,17.0,17.0,0.0,Predicted
2021-04-21,14.0,14.0,0.0,Predicted
2021-04-22,10.0,10.0,0.0,Predicted
2021-04-23,39.0,39.0,0.0,Predicted
2021-04-24,21.0,21.0,0.0,Predicted
2021-04-25,10.0,10.0,0.0,Predicted
2021-04-26,42.0,31.0,11.0,Over-Predicted
2021-04-27,5.0,7.0,-2.0,Under-Predicted
2021-04-28,33.0,29.0,4.0,Over-Predicted
2021-04-29,15.0,15.0,0.0,Predicted
2021-04-30,21.0,21.0,0.0,Predicted
2021-05-01,27.0,29.0,-2.0,Under-Predicted
2021-05-02,40.0,32.0,8.0,Over-Predicted
2021-05-03,24.0,35.0,-11.0,Under-Predicted
2021-05-04,34.0,34.0,0.0,Predicted
2021-05-05,31.0,31.0,0.0,Predicted
2021-05-06,19.0,18.0,1.0,Over-Predicted
2021-05-07,8.0,28.0,-20.0,Under-Predicted
2021-05-08,18.0,25.0,-7.0,Under-Predicted
2021-05-09,32.0,29.0,3.0,Over-Predicted
2021-05-10,8.0,8.0,0.0,Predicted
2021-05-11,19.0,21.0,-2.0,Under-Predicted
2021-05-12,41.0,41.0,0.0,Predicted
2021-05-13,21.0,21.0,0.0,Predicted
2021-05-14,16.0,22.0,-6.0,Under-Predicted
2021-05-15,5.0,5.0,0.0,Predicted
2021-05-16,24.0,24.0,0.0,Predicted
2021-05-17,26.0,26.0,0.0,Predicted
2021-05-18,0.0,19.0,-19.0,Under-Predicted
2021-05-19,0.0,25.0,-25.0,Under-Predicted
2021-05-20,0.0,4.0,-4.0,Under-Predicted
2021-05-21,13.0,27.0,-14.0,Under-Predicted
2021-05-22,38.0,38.0,0.0,Predicted
2021-05-23,22.0,22.0,0.0,Predicted
2021-05-24,27.0,27.0,0.0,Predicted
2021-05-25,20.0,20.0,0.0,Predicted
2021-05-26,39.0,39.0,0.0,Predicted
2021-05-27,28.0,28.0,0.0,Predicted
2021-05-28,21.0,21.0,0.0,Predicted
2021-05-29,31.0,31.0,0.0,Predicted
2021-05-30,0.0,20.0,-20.0,Under-Predicted
2021-05-31,22.0,24.0,-2.0,Under-Predicted
2021-06-01,28.0,23.0,5.0,Over-Predicted
2021-06-02,26.0,27.0,-1.0,Under-Predicted
2021-06-03,6.0,6.0,0.0,Predicted
2021-06-04,34.0,33.0,1.0,Over-Predicted
2021-06-05,19.0,16.0,3.0,Over-Predicted
2021-06-06,0.0,14.0,-14.0,Under-Predicted
2021-06-07,25.0,25.0,0.0,Predicted
2021-06-08,32.0,20.0,12.0,Over-Predicted
2021-06-09,26.0,26.0,0.0,Predicted
