Date,USSAttendance
2024-09-06,10828
2024-09-07,12597
2024-09-08,12584
2024-09-09,10852
2024-09-10,11020
2024-09-11,11718
2024-09-12,10730
2024-09-13,10785
2024-09-14,12122
2024-09-15,12760
2024-09-16,11256
2024-09-17,11166
2024-09-18,11631
2024-09-19,11048
2024-09-20,10985
2024-09-21,11679
2024-09-22,12187
2024-09-23,11395
2024-09-24,10736
2024-09-25,10820
2024-09-26,10714
2024-09-27,11116
2024-09-28,12538
2024-09-29,12952
2024-09-30,11028
2024-10-01,11188
2024-10-02,10877
2024-10-03,10826
2024-10-04,10810
2024-10-05,12735
2024-10-06,12421
2024-10-07,11114
2024-10-08,10560
2024-10-09,10903
2024-10-10,10994
2024-10-11,10853
2024-10-12,13054
2024-10-13,12194
2024-10-14,10843
2024-10-15,10876
2024-10-16,11516
2024-10-17,11044
2024-10-18,10900
2024-10-19,12902
2024-10-20,12568
2024-10-21,11260
2024-10-22,11068
2024-10-23,10787
2024-10-24,11094
2024-10-25,10867
2024-10-26,12307
2024-10-27,12613
2024-10-28,10689
2024-10-29,10486
2024-10-30,11009
2024-10-31,11328
2024-11-01,11014
2024-11-02,12219
2024-11-03,12170
2024-11-04,10634
2024-11-05,10938
2024-11-06,10842
2024-11-07,10906
2024-11-08,10640
2024-11-09,12574
2024-11-10,12590
2024-11-11,11009
2024-11-12,10610
2024-11-13,11153
2024-11-14,10902
2024-11-15,11013
2024-11-16,12608
2024-11-17,11965
2024-11-18,10664
2024-11-19,10872
2024-11-20,11376
2024-11-21,11752
2024-11-22,10581
2024-11-23,12236
2024-11-24,13020
2024-11-25,10974
2024-11-26,11166
2024-11-27,10834
2024-11-28,10856
2024-11-29,11325
2024-11-30,12510
2024-12-01,12784
2024-12-02,11326
2024-12-03,10958
2024-12-04,11204
2024-12-05,11056
2024-12-06,10896
2024-12-07,12107
2024-12-08,13438
2024-12-09,11095
2024-12-10,11184
2024-12-11,10484
2024-12-12,10720
2024-12-13,10975
2024-12-14,12642
2024-12-15,12347
2024-12-16,10572
2024-12-17,11484
2024-12-18,11429
2024-12-19,10750
2024-12-20,11398
2024-12-21,12316
2024-12-22,12510
2024-12-23,10676
2024-12-24,10605
2024-12-25,10785
2024-12-26,10732
2024-12-27,11044
2024-12-28,12459
2024-12-29,12510
2024-12-30,11060
2024-12-31,6209
2025-01-01,12062
2025-01-02,12002
2025-01-03,11754
2025-01-04,13318
2025-01-05,13652
2025-01-06,12185
2025-01-07,12332
2025-01-08,12119
2025-01-09,11892
2025-01-10,13038
2025-01-11,13626
2025-01-12,15355
2025-01-13,11840
2025-01-14,11911
2025-01-15,11937
2025-01-16,12442
2025-01-17,12772
2025-01-18,13952
2025-01-19,13868
2025-01-20,11971
2025-01-21,12065
2025-01-22,12376
2025-01-23,11703
2025-01-24,11683
2025-01-25,14240
2025-01-26,13716
2025-01-27,12152
2025-01-28,11905
2025-01-29,11797
2025-01-30,11840
2025-01-31,12090
2025-02-01,14652
2025-02-02,13514
2025-02-03,11963
2025-02-04,11958
2025-02-05,11763
2025-02-06,12371
2025-02-07,11935
2025-02-08,14602
2025-02-09,13340
2025-02-10,12080
2025-02-11,12321
2025-02-12,12543
2025-02-13,12029
2025-02-14,12259
2025-02-15,12763
2025-02-16,14201
2025-02-17,11895
2025-02-18,11812
2025-02-19,11958
2025-02-20,11875
2025-02-21,12252
2025-02-22,13385
2025-02-23,13482
