,timestamp,visited_US,visit_freq,age,gender,monthly_income,nationality,companion,ride_pref,time_in_park,visit_day,visit_reason,mkting_content_seen,mkting_content_pref,get_ticket,fee_pricing,queuing,fast_pass_worth,cleanliness,facilities,navigation,rides,theme,relavamce,staffing,friendliness,return_likelihood,concern_malfucntion,concern_violence,concern_crowd_crush,concern_theft,concern_getting_lost,concern_medical_access,concern_weather,concern_food_safety,visit_deterrents,attraction_decision,top_expense,hollywood,minion_land,far_far_away,lost_world,ancient_egypt,scifi_city,new_york
83,21/02/2025 16:40:17,True,When on vacation,15-18 years old,Female,No income,singaporean/pr,Friends,high,Morning (10am-12pm),"For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area, Because of a social media post or influencer recommendation",Social media ads,"Interactive experiences (e.g., virtual tours, social media contests)",6,3,1,4,7,4,5,5,5,5,6,6,7,1,1,3,1,1,1,4,1,"Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
84,21/02/2025 16:58:18,True,> Once every month,26-35 years old,Female,"$2,000 - $5,999",thai,Friends,medium,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)",Sundays,"To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To visit a newly opened or recently renovated park/area","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Online banner ads, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews",7,6,6,6,7,7,6,7,6,6,7,7,7,5,5,5,5,4,4,3,3,"Crowd, Long wait time",I decide based on which rides are closest to me at the moment.,Merchandise,,,,,,,
85,21/02/2025 17:21:18,True,When on vacation,26-35 years old,Female,"$2,000 - $5,999",chinese,Friends,low,Morning (10am-12pm),Fridays,"For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area)",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",7,7,7,5,7,7,7,6,7,7,7,7,7,4,4,3,3,3,3,3,3,"Crowd, Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
86,21/02/2025 17:31:42,True,Once every year,19-25 years old,Female,No income,singaporean/pr,Friends,high,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, To visit a newly opened or recently renovated park/area","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews, User-generated content (e.g., visitor testimonials, influencer partnerships), Interactive experiences (e.g., virtual tours, social media contests)",7,1,4,4,5,7,7,4,7,3,7,7,7,1,1,5,1,1,1,4,1,"Crowd, Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
87,21/02/2025 17:32:13,True,Once every year,19-25 years old,Female,No income,singaporean/pr,"Couple (I go with my partner), Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","For special events (eg. Halloween, Christmas etc.)",To spend time with family/friends,Social media ads,"Discounts, special offers, or bundles",5,1,1,6,6,5,5,5,5,5,5,6,6,4,4,4,3,4,3,4,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I decide based on which rides are closest to me at the moment.,F&B,,,,,,,
88,21/02/2025 17:42:21,True,Once every 2-3 years,19-25 years old,Male,No income,singaporean/pr,"Couple (I go with my partner), Friends",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Saturdays, Sundays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)",Email newsletter or promotional offers,"Discounts, special offers, or bundles",6,4,2,4,6,7,6,5,6,5,6,6,6,4,1,2,4,1,1,5,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
89,21/02/2025 18:01:50,True,Once every 2-3 years,<15 years old,Female,No income,singaporean/pr,Friends,high,"Afternoon (12pm-5pm), Evening (5pm-7pm)",Weekdays (Mondays to Thursdays),"To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area, Because of a social media post or influencer recommendation","Online banner ads, Billboard or outdoor ads, Theme park websites or blogs","Discounts, special offers, or bundles",6,4,6,2,5,6,5,7,6,6,5,5,7,2,2,2,2,2,1,3,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
90,21/02/2025 18:06:19,True,When on vacation,19-25 years old,Female,No income,singaporean/pr,"Couple (I go with my partner), Friends, Family",medium,Morning (10am-12pm),"Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, User-generated content (e.g., visitor testimonials, influencer partnerships), Interactive experiences (e.g., virtual tours, social media contests)",6,4,4,1,6,6,6,5,6,6,6,6,4,2,2,4,3,2,2,3,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
91,21/02/2025 18:30:01,True,A few times every year,19-25 years old,Female,No income,singaporean/pr,"Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","School Holidays, For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To visit a newly opened or recently renovated park/area","Social media ads, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles",7,4,4,2,6,4,7,6,6,6,6,6,6,4,1,4,2,1,2,4,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
92,21/02/2025 18:31:14,True,Once every 2-3 years,19-25 years old,Male,No income,singaporean/pr,Friends,high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Fridays, Saturdays, Sundays","To experience a specific attraction or ride, Because of a special promotion or discount, To spend time with family/friends","Social media ads, TV commercials","Discounts, special offers, or bundles",6,4,3,4,5,6,6,5,6,4,4,6,3,5,5,5,5,5,5,5,5,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I decide based on which rides are closest to me at the moment.,Transportation,,,,,,,
93,22/02/2025 12:23:46,True,When on vacation,19-25 years old,Male,No income,singaporean/pr,Friends,medium,"Morning (10am-12pm), Afternoon (12pm-5pm)","Fridays, School Holidays","To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",6,6,6,3,6,4,6,6,5,6,6,5,5,2,1,2,3,2,3,3,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,6,,5,4,3,2,1
94,22/02/2025 18:44:37,True,When on vacation,55 and above,Others,"$20,000 and above",russian,Family,no_rides,Evening (5pm-7pm),"For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)",Because of a special promotion or discount,Online banner ads,"User-generated content (e.g., visitor testimonials, influencer partnerships)",3,4,5,5,4,2,3,1,1,1,2,3,4,1,2,1,2,1,2,3,3,Long wait time,I stick to the few rides/attractions that I enjoy the most.,Transportation,1,1,2,3,3,2,3
95,22/02/2025 18:47:04,True,< Once every 3 years,15-18 years old,Female,No income,singaporean/pr,Family,medium,"Afternoon (12pm-5pm), Evening (5pm-7pm)",School Holidays,To spend time with family/friends,Social media ads,New attractions or event announcements,2,3,2,2,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I decide based on which rides are closest to me at the moment.,F&B,,,,,,,
96,22/02/2025 18:58:00,True,Once every year,15-18 years old,Female,No income,singaporean/pr,"Friends, Family",medium,Afternoon (12pm-5pm),"For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area)",Online banner ads,"Discounts, special offers, or bundles",6,3,2,5,5,4,4,6,6,6,5,5,6,1,1,1,1,4,1,5,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I decide based on which rides are closest to me at the moment.,Transportation,4,6,2,3,1,2,5
97,22/02/2025 19:04:12,True,Once every 2-3 years,15-18 years old,Female,No income,singaporean/pr,Family,low,Afternoon (12pm-5pm),"Public Holidays, School Holidays",To spend time with family/friends,YouTube videos or influencer content (can be overseas theme parks as well),"Interactive experiences (e.g., virtual tours, social media contests)",4,4,4,4,5,5,4,6,6,5,5,5,4,3,2,4,4,4,3,2,3,Crowd,I stick to the few rides/attractions that I enjoy the most.,F&B,,,,,,,
98,22/02/2025 19:32:46,True,Once every year,19-25 years old,Female,Below $2000,singaporean/pr,"Couple (I go with my partner), Family",high,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), School Holidays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends","Social media ads, Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles",6,6,1,4,6,6,6,6,6,6,6,5,7,5,1,4,1,3,1,5,1,"Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,1,,4,5,3,7,2
99,22/02/2025 19:33:14,True,< Once every 3 years,19-25 years old,Female,Below $2000,singaporean/pr,Couple (I go with my partner),high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Saturdays, Sundays","To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, User-generated content (e.g., visitor testimonials, influencer partnerships)",7,5,1,2,5,7,5,5,6,7,7,6,7,2,1,1,1,1,1,5,1,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I decide based on which rides are closest to me at the moment.,Transportation,1,,1,2,3,3,4
100,22/02/2025 19:39:16,True,Once every 2-3 years,46-54 years old,Female,"$10,000 - $19,999",singaporean/pr,Family,low,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Fridays, Saturdays, Sundays","To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, Theme park websites or blogs","Discounts, special offers, or bundles",7,3,1,6,6,6,3,6,7,6,7,7,6,2,1,2,2,1,2,2,2,Unpredictable weather conditions,"A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,2,1,2,5,4,2,1
101,22/02/2025 20:08:19,True,Once every year,<15 years old,Male,No income,singaporean/pr,"Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Saturdays, Sundays, Public Holidays, School Holidays",To spend time with family/friends,Theme park websites or blogs,"Discounts, special offers, or bundles",7,5,6,4,5,6,7,5,5,5,5,7,5,1,1,1,1,2,1,4,1,"Long wait time, Unpredictable weather conditions",I follow a planned route with specific rides in mind.,F&B,6,,4,2,3,1,5
102,22/02/2025 20:14:24,True,When on vacation,26-35 years old,Others,Below $2000,singaporean/pr,"Couple (I go with my partner), Friends, Family",high,Evening (5pm-7pm),Weekdays (Mondays to Thursdays),"To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area, Because of a social media post or influencer recommendation","Social media ads, TV commercials, YouTube videos or influencer content (can be overseas theme parks as well), Email newsletter or promotional offers, Online banner ads, Billboard or outdoor ads, Print advertisements (e.g., magazines, brochures), Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements",5,4,3,3,3,4,5,4,4,4,4,4,3,3,2,2,2,4,3,2,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I follow a planned route with specific rides in mind.,Merchandise,,,,,,,
103,22/02/2025 20:19:24,True,< Once every 3 years,19-25 years old,Male,Below $2000,singaporean/pr,Family,no_rides,Afternoon (12pm-5pm),Public Holidays,"To experience a specific attraction or ride, To spend time with family/friends",Social media ads,New attractions or event announcements,3,5,3,4,6,6,6,3,6,6,6,6,6,5,5,4,5,2,5,5,1,"Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,,,,,,,
104,22/02/2025 20:28:50,True,Once every 2-3 years,15-18 years old,Female,No income,singaporean/pr,"Friends, Family",high,Afternoon (12pm-5pm),"Fridays, Saturdays, Sundays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Theme park websites or blogs","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews",4,3,4,4,5,6,5,7,7,7,7,7,7,5,3,5,5,4,5,4,4,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
105,22/02/2025 20:37:20,True,< Once every 3 years,15-18 years old,Female,No income,singaporean/pr,Family,medium,Afternoon (12pm-5pm),Public Holidays,Because of a special promotion or discount,"Social media ads, TV commercials, Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, Interactive experiences (e.g., virtual tours, social media contests)",7,5,5,2,7,6,5,5,7,5,5,5,5,2,2,4,2,3,2,3,2,"Crowd, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,3,1,2,2,2,2,2
106,22/02/2025 20:38:59,True,A few times every year,15-18 years old,Male,No income,singaporean/pr,"Friends, Family",low,Afternoon (12pm-5pm),Public Holidays,"To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Online banner ads","Discounts, special offers, or bundles",7,6,5,2,7,7,7,7,7,7,7,6,7,1,1,3,2,1,1,3,1,Crowd,"A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,1,,3,,,2,
107,22/02/2025 20:46:44,True,< Once every 3 years,19-25 years old,Male,Below $2000,singaporean/pr,"Single (I go alone), Family",medium,Afternoon (12pm-5pm),"Saturdays, For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)","To experience a specific attraction or ride, Because of a special promotion or discount, For a relaxing getaway or vacation","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, User-generated content (e.g., visitor testimonials, influencer partnerships)",7,1,2,7,7,6,5,6,5,5,7,7,7,5,5,5,5,5,5,5,5,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
108,22/02/2025 20:49:38,True,When on vacation,19-25 years old,Male,Below $2000,singaporean/pr,Family,high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Fridays, Saturdays, Sundays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)",To spend time with family/friends,Nothing,"Discounts, special offers, or bundles",7,5,7,4,7,5,6,6,5,6,7,7,6,2,2,2,2,2,2,2,2,Long wait time,"A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
109,22/02/2025 21:03:52,True,Once every 2-3 years,19-25 years old,Male,No income,singaporean/pr,"Couple (I go with my partner), Family",medium,"Morning (10am-12pm), Afternoon (12pm-5pm)","Saturdays, Sundays, Public Holidays, School Holidays",To spend time with family/friends,,"Discounts, special offers, or bundles, New attractions or event announcements",7,3,3,2,6,6,4,4,6,6,6,6,6,2,1,1,2,1,1,2,1,"Crowd, Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
110,22/02/2025 21:20:30,True,Once every year,15-18 years old,Female,No income,singaporean/pr,"Friends, Family",medium,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","School Holidays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Online banner ads, Billboard or outdoor ads","Discounts, special offers, or bundles, Behind-the-scenes content or exclusive previews",6,4,3,6,6,7,7,6,6,6,6,6,6,2,1,2,2,2,2,3,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,2,7,6,5,4,3,1
111,22/02/2025 21:36:28,True,Once every 2-3 years,19-25 years old,Male,Below $2000,singaporean/pr,"Friends, Family",high,Morning (10am-12pm),Weekdays (Mondays to Thursdays),"To spend time with family/friends, For a relaxing getaway or vacation",Social media ads,"Discounts, special offers, or bundles",6,3,4,5,6,6,6,5,5,5,6,7,6,2,2,2,2,2,2,2,2,"Crowd, Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
112,22/02/2025 21:41:47,True,Once every year,15-18 years old,Female,No income,singaporean/pr,"Friends, Family",high,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well)","Discounts, special offers, or bundles, New attractions or event announcements",5,3,3,6,4,5,6,6,6,6,6,6,6,1,1,1,2,3,3,2,3,Boring,"A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,4,7,2,3,6,5,1
113,22/02/2025 22:53:33,True,A few times every year,15-18 years old,Female,"$2,000 - $5,999",singaporean/pr,Family,low,Morning (10am-12pm),School Holidays,To spend time with family/friends,YouTube videos or influencer content (can be overseas theme parks as well),"Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews, User-generated content (e.g., visitor testimonials, influencer partnerships)",4,4,3,4,4,4,4,4,4,4,4,5,4,3,3,4,4,4,3,3,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I stick to the few rides/attractions that I enjoy the most.,F&B,3,1,2,,,,
114,23/02/2025 10:30:53,True,< Once every 3 years,19-25 years old,Male,No income,singaporean/pr,Family,medium,"Afternoon (12pm-5pm), Evening (5pm-7pm)","For special events (eg. Halloween, Christmas etc.)",To spend time with family/friends,Social media ads,None. I dont like theme parks. I dont like ads. Running an ad will make me want to vonsume your product less.,3,1,1,1,6,7,7,4,4,4,4,4,1,5,1,3,4,1,4,1,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Boring",I stick to the few rides/attractions that I enjoy the most.,Transportation,,,,,,,
115,23/02/2025 14:54:44,True,< Once every 3 years,26-35 years old,Female,"$2,000 - $5,999",singaporean/pr,Friends,high,Morning (10am-12pm),"Saturdays, Sundays","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount","Online banner ads, Theme park websites or blogs","Discounts, special offers, or bundles",5,1,5,5,6,7,7,7,6,6,5,5,5,2,1,1,2,1,2,2,2,"Crowd, Costs (F&B, admission tickets, etc.)",I stick to the few rides/attractions that I enjoy the most.,Merchandise,,3,4,,2,1,5
116,23/02/2025 14:54:57,True,A few times every year,15-18 years old,Female,"$2,000 - $5,999",singaporean/pr,Couple (I go with my partner),high,Morning (10am-12pm),"Weekdays (Mondays to Thursdays), Fridays","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends",Online banner ads,"Discounts, special offers, or bundles",6,5,7,2,7,7,7,5,6,6,5,5,5,5,5,5,5,5,3,5,5,"Crowd, Unpredictable weather conditions, Boring",I decide based on which rides are closest to me at the moment.,Transportation,3,3,3,3,3,3,3
117,23/02/2025 14:55:30,True,< Once every 3 years,26-35 years old,Female,"$2,000 - $5,999",singaporean/pr,"Couple (I go with my partner), Family",high,Morning (10am-12pm),"Saturdays, Sundays","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, To visit a newly opened or recently renovated park/area","Social media ads, Billboard or outdoor ads","Discounts, special offers, or bundles, New attractions or event announcements",7,1,3,2,7,5,7,5,6,5,6,4,5,2,3,5,5,4,5,4,5,"Costs (F&B, admission tickets, etc.), Unpredictable weather conditions",I follow a planned route with specific rides in mind.,Transportation,7,4,3,5,2,1,6
118,23/02/2025 14:57:11,True,Once every year,19-25 years old,Male,Below $2000,singaporean/pr,"Couple (I go with my partner), Friends",low,"Morning (10am-12pm), Evening (5pm-7pm)","Saturdays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area, Because of a social media post or influencer recommendation","Social media ads, TV commercials, YouTube videos or influencer content (can be overseas theme parks as well), Email newsletter or promotional offers, Online banner ads, Billboard or outdoor ads, Print advertisements (e.g., magazines, brochures), Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews, User-generated content (e.g., visitor testimonials, influencer partnerships), Interactive experiences (e.g., virtual tours, social media contests)",5,1,3,1,7,7,6,6,6,6,6,6,6,1,1,3,3,1,3,3,4,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
119,23/02/2025 15:08:40,False,When on vacation,26-35 years old,Female,Below $2000,thai,Couple (I go with my partner),medium,Morning (10am-12pm),Saturdays,To experience a specific attraction or ride,"Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, Interactive experiences (e.g., virtual tours, social media contests)",5,5,4,3,7,7,7,7,7,7,5,5,6,1,2,3,4,3,2,4,3,Unpredictable weather conditions,I follow a planned route with specific rides in mind.,Merchandise,4,2,,,3,1,
120,23/02/2025 15:11:03,True,When on vacation,15-18 years old,Male,No income,singaporean/pr,"Friends, Family",medium,Morning (10am-12pm),"Saturdays, Sundays","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, For a relaxing getaway or vacation","TV commercials, Email newsletter or promotional offers, Billboard or outdoor ads, Print advertisements (e.g., magazines, brochures)","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews",1,1,7,4,1,1,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I decide based on which rides are closest to me at the moment.,Merchandise,,1,,,,,
121,23/02/2025 15:11:46,True,< Once every 3 years,15-18 years old,Male,No income,singaporean/pr,"Friends, Family",medium,"Morning (10am-12pm), Afternoon (12pm-5pm)","Weekdays (Mondays to Thursdays), Sundays","To spend time with family/friends, For a relaxing getaway or vacation, To visit a newly opened or recently renovated park/area","Online banner ads, Billboard or outdoor ads","Discounts, special offers, or bundles, New attractions or event announcements",1,1,6,1,6,6,6,5,6,6,6,6,6,1,1,1,1,1,1,1,1,"Costs (F&B, admission tickets, etc.), Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Transportation,1,2,3,4,5,6,7
122,23/02/2025 15:11:48,True,Once every 2-3 years,15-18 years old,Male,No income,singaporean/pr,"Friends, Family",high,Morning (10am-12pm),"Saturdays, Sundays, School Holidays","To experience a specific attraction or ride, Because of a special promotion or discount, To spend time with family/friends","Social media ads, TV commercials",New attractions or event announcements,6,1,7,1,5,5,7,7,7,7,7,3,7,5,4,3,5,3,3,5,5,"Crowd, Costs (F&B, admission tickets, etc.)",I follow a planned route with specific rides in mind.,F&B,7,5,7,1,3,3,2
123,23/02/2025 15:15:03,True,Once every year,36-45 years old,Female,"$2,000 - $5,999",singaporean/pr,Family,low,Morning (10am-12pm),"Saturdays, Sundays, For special events (eg. Halloween, Christmas etc.)","To spend time with family/friends, For a relaxing getaway or vacation, To visit a newly opened or recently renovated park/area",Billboard or outdoor ads,New attractions or event announcements,7,4,7,4,7,4,6,7,7,7,6,6,7,4,2,3,1,2,2,4,3,"Long wait time, Unpredictable weather conditions",I decide based on which rides are closest to me at the moment.,F&B,,1,2,3,4,5,6
