date,north_avg_daily_psi,south_avg_daily_psi,east_avg_daily_psi,west_avg_daily_psi,central_avg_daily_psi,average_nationwide_psi,highest_region_reading,psi_level_rating
2019-05-21,45.08,48.58,49.75,50.33,45.5,47.85,west_avg_daily_psi,Good
2019-05-22,54.33,48.58,51.0,49.25,53.5,51.33,north_avg_daily_psi,Moderate
2019-05-23,52.42,34.58,39.0,54.08,43.25,44.67,west_avg_daily_psi,Good
2019-05-24,46.83,30.25,39.25,39.58,30.33,37.25,north_avg_daily_psi,Good
2019-05-25,48.0,42.58,29.58,46.75,34.25,40.23,north_avg_daily_psi,Good
2019-05-26,31.67,30.42,28.58,30.75,28.5,29.98,north_avg_daily_psi,Good
2019-05-27,28.25,36.83,30.5,36.83,26.17,31.72,south_avg_daily_psi,Good
2019-05-28,26.92,31.58,28.83,25.17,27.92,28.08,south_avg_daily_psi,Good
2019-05-29,27.08,32.83,30.92,29.58,29.58,30.0,south_avg_daily_psi,Good
2019-05-30,41.17,33.42,48.08,37.08,39.75,39.9,east_avg_daily_psi,Good
2019-05-31,52.58,39.17,35.5,48.42,49.67,45.07,north_avg_daily_psi,Good
2019-06-01,52.17,32.33,31.08,39.42,40.42,39.08,north_avg_daily_psi,Good
2019-06-02,47.83,32.42,34.17,33.25,42.33,38.0,north_avg_daily_psi,Good
2019-06-03,51.17,41.42,32.92,42.0,44.58,42.42,north_avg_daily_psi,Good
2019-06-04,46.08,44.42,36.5,33.67,44.58,41.05,north_avg_daily_psi,Good
2019-06-05,53.17,52.92,40.75,49.25,52.83,49.78,north_avg_daily_psi,Good
2019-06-06,48.5,30.58,30.25,48.75,35.92,38.8,west_avg_daily_psi,Good
2019-06-07,38.58,37.75,35.92,39.08,36.5,37.57,west_avg_daily_psi,Good
2019-06-08,50.17,50.42,48.58,40.92,46.67,47.35,south_avg_daily_psi,Good
2019-06-09,49.5,48.42,47.17,47.67,52.0,48.95,central_avg_daily_psi,Good
2019-06-10,44.5,49.58,35.75,40.92,43.25,42.8,south_avg_daily_psi,Good
2019-06-11,44.75,50.25,41.0,47.75,50.75,46.9,central_avg_daily_psi,Good
2019-06-12,32.75,33.75,29.83,31.42,31.42,31.83,south_avg_daily_psi,Good
2019-06-13,31.17,32.17,27.17,30.67,30.5,30.33,south_avg_daily_psi,Good
2019-06-14,29.0,32.92,28.58,29.67,36.75,31.38,central_avg_daily_psi,Good
2019-06-15,37.42,29.08,34.25,26.75,31.42,31.78,north_avg_daily_psi,Good
2019-06-16,46.25,46.67,41.83,30.33,47.33,42.48,central_avg_daily_psi,Good
2019-06-17,32.25,34.0,36.0,26.92,27.17,31.27,east_avg_daily_psi,Good
2019-06-18,39.08,32.67,33.42,34.17,35.58,34.98,north_avg_daily_psi,Good
2019-06-19,39.42,35.5,34.25,39.67,41.0,37.97,central_avg_daily_psi,Good
2019-06-20,42.58,46.5,38.75,51.17,50.67,45.93,west_avg_daily_psi,Good
2019-06-21,37.83,36.67,33.08,35.75,40.5,36.77,central_avg_daily_psi,Good
2019-06-22,44.5,33.92,33.92,31.58,35.67,35.92,north_avg_daily_psi,Good
2019-06-23,40.83,44.58,38.67,42.17,40.92,41.43,south_avg_daily_psi,Good
2019-06-24,37.08,33.5,31.42,29.0,36.75,33.55,north_avg_daily_psi,Good
2019-06-25,49.0,54.08,53.08,51.5,52.25,51.98,south_avg_daily_psi,Moderate
2019-06-26,55.83,57.83,55.83,58.5,56.0,56.8,west_avg_daily_psi,Moderate
2019-06-27,54.33,57.5,54.67,57.58,55.75,55.97,west_avg_daily_psi,Moderate
2019-06-28,53.83,53.75,52.75,54.33,49.83,52.9,west_avg_daily_psi,Moderate
2019-06-29,50.5,54.0,52.08,52.42,50.25,51.85,south_avg_daily_psi,Moderate
2019-06-30,53.67,59.5,54.42,55.17,54.83,55.52,south_avg_daily_psi,Moderate
2019-07-01,50.25,50.58,52.08,49.83,46.67,49.88,east_avg_daily_psi,Good
2019-07-02,51.17,55.08,53.58,51.75,52.92,52.9,south_avg_daily_psi,Moderate
2019-07-03,58.5,60.92,59.5,58.83,58.42,59.23,south_avg_daily_psi,Moderate
2019-07-04,58.75,63.67,60.08,61.0,62.0,61.1,south_avg_daily_psi,Moderate
2019-07-05,57.92,58.83,56.17,55.0,54.75,56.53,south_avg_daily_psi,Moderate
2019-07-06,39.83,43.67,49.33,41.92,37.08,42.37,east_avg_daily_psi,Good
2019-07-07,48.0,43.0,46.5,44.58,40.92,44.6,north_avg_daily_psi,Good
2019-07-08,54.5,43.83,45.17,41.5,46.92,46.38,north_avg_daily_psi,Good
2019-07-09,54.25,46.92,50.67,48.5,36.25,47.32,north_avg_daily_psi,Good
2019-07-10,49.0,50.25,53.83,52.08,50.67,51.17,east_avg_daily_psi,Moderate
2019-07-11,49.0,50.75,50.58,50.25,51.08,50.33,central_avg_daily_psi,Good
2019-07-12,44.0,50.25,43.5,47.17,48.75,46.73,south_avg_daily_psi,Good
2019-07-13,43.25,50.83,47.17,43.17,43.33,45.55,south_avg_daily_psi,Good
2019-07-14,39.92,50.83,45.17,44.75,41.08,44.35,south_avg_daily_psi,Good
2019-07-15,53.92,56.92,55.58,53.67,53.75,54.77,south_avg_daily_psi,Moderate
2019-07-16,52.58,55.17,53.67,50.17,50.83,52.48,south_avg_daily_psi,Moderate
2019-07-17,55.33,57.17,57.17,56.92,56.58,56.63,south_avg_daily_psi,Moderate
2019-07-18,55.92,57.58,55.92,58.83,55.25,56.7,west_avg_daily_psi,Moderate
2019-07-19,52.25,55.08,56.33,56.33,54.58,54.92,east_avg_daily_psi,Moderate
2019-07-20,48.08,51.25,51.92,51.67,52.0,50.98,central_avg_daily_psi,Good
2019-07-21,53.33,55.08,54.5,54.75,53.5,54.23,south_avg_daily_psi,Moderate
2019-07-22,55.08,48.67,53.5,53.67,50.5,52.28,north_avg_daily_psi,Moderate
2019-07-23,46.42,33.83,49.08,52.83,47.92,46.02,west_avg_daily_psi,Good
2019-07-24,53.0,40.92,36.33,52.67,50.17,46.62,north_avg_daily_psi,Good
2019-07-25,52.42,48.25,53.92,53.25,46.33,50.83,east_avg_daily_psi,Good
2019-07-26,52.0,49.5,54.0,52.83,52.33,52.13,east_avg_daily_psi,Moderate
2019-07-27,52.0,51.42,54.83,53.67,52.0,52.78,east_avg_daily_psi,Moderate
2019-07-28,52.25,51.5,50.25,54.83,52.67,52.3,west_avg_daily_psi,Moderate
2019-07-29,47.92,47.58,51.0,47.17,45.5,47.83,east_avg_daily_psi,Good
2019-07-30,53.67,58.25,57.42,58.08,57.25,56.93,south_avg_daily_psi,Moderate
2019-07-31,59.42,60.5,61.33,60.75,61.67,60.73,central_avg_daily_psi,Moderate
2019-08-01,56.25,55.75,57.67,55.83,57.83,56.67,central_avg_daily_psi,Moderate
2019-08-02,57.5,57.92,56.92,58.08,58.33,57.75,central_avg_daily_psi,Moderate
2019-08-03,56.0,55.83,56.92,57.25,55.83,56.37,west_avg_daily_psi,Moderate
2019-08-04,53.25,53.67,54.08,54.08,53.83,53.78,east_avg_daily_psi,Moderate
2019-08-05,53.58,54.42,55.08,54.25,54.75,54.42,east_avg_daily_psi,Moderate
2019-08-06,61.5,65.08,63.5,63.08,61.83,63.0,south_avg_daily_psi,Moderate
2019-08-07,63.08,67.92,64.92,63.67,62.92,64.5,south_avg_daily_psi,Moderate
2019-08-08,62.75,68.17,64.92,65.08,64.25,65.03,south_avg_daily_psi,Moderate
2019-08-09,63.75,67.5,66.75,65.25,63.58,65.37,south_avg_daily_psi,Moderate
2019-08-10,62.75,68.0,66.5,64.42,63.33,65.0,south_avg_daily_psi,Moderate
2019-08-11,60.08,62.0,61.92,62.17,59.08,61.05,west_avg_daily_psi,Moderate
2019-08-12,58.33,60.08,60.83,61.5,58.25,59.8,west_avg_daily_psi,Moderate
2019-08-13,56.5,58.75,58.33,59.33,57.33,58.05,west_avg_daily_psi,Moderate
2019-08-14,56.67,56.58,56.5,56.17,57.25,56.63,central_avg_daily_psi,Moderate
2019-08-15,58.25,57.67,56.75,58.92,59.25,58.17,central_avg_daily_psi,Moderate
2019-08-16,59.58,57.17,58.75,57.33,58.17,58.2,north_avg_daily_psi,Moderate
2019-08-17,58.0,60.5,59.83,58.0,59.33,59.13,south_avg_daily_psi,Moderate
2019-08-18,58.75,65.58,61.58,61.75,62.75,62.08,south_avg_daily_psi,Moderate
2019-08-19,55.67,58.42,55.17,55.75,57.42,56.48,south_avg_daily_psi,Moderate
2019-08-20,55.0,60.25,59.33,58.42,58.42,58.28,south_avg_daily_psi,Moderate
2019-08-21,57.08,61.67,59.17,58.0,57.92,58.77,south_avg_daily_psi,Moderate
2019-08-22,55.0,60.75,57.0,55.33,56.67,56.95,south_avg_daily_psi,Moderate
2019-08-23,51.75,54.67,53.67,53.0,54.25,53.47,south_avg_daily_psi,Moderate
2019-08-24,55.0,57.5,56.75,55.42,56.83,56.3,south_avg_daily_psi,Moderate
2019-08-25,57.33,61.42,59.42,59.25,59.75,59.43,south_avg_daily_psi,Moderate
2019-08-26,70.5,69.92,65.0,72.33,69.0,69.35,west_avg_daily_psi,Moderate
2019-08-27,64.17,65.67,60.5,67.0,62.58,63.98,west_avg_daily_psi,Moderate
2019-08-28,61.08,61.0,59.0,59.08,61.33,60.3,central_avg_daily_psi,Moderate
2019-08-29,53.92,59.17,57.0,57.67,57.67,57.08,south_avg_daily_psi,Moderate
2019-08-30,55.42,58.0,57.58,57.92,57.0,57.18,south_avg_daily_psi,Moderate
2019-08-31,54.0,57.08,59.17,56.58,55.67,56.5,east_avg_daily_psi,Moderate
2019-09-01,59.75,62.0,62.75,61.0,58.83,60.87,east_avg_daily_psi,Moderate
2019-09-02,61.0,66.33,64.58,64.42,62.0,63.67,south_avg_daily_psi,Moderate
2019-09-03,61.33,66.33,62.0,63.5,62.42,63.12,south_avg_daily_psi,Moderate
2019-09-04,61.25,63.33,60.92,63.17,61.0,61.93,south_avg_daily_psi,Moderate
2019-09-05,57.42,60.58,60.17,61.08,59.0,59.65,west_avg_daily_psi,Moderate
2019-09-06,63.33,69.25,65.5,66.83,65.25,66.03,south_avg_daily_psi,Moderate
2019-09-07,65.17,70.25,67.75,69.0,65.92,67.62,south_avg_daily_psi,Moderate
2019-09-08,65.92,71.42,66.5,69.25,68.0,68.22,south_avg_daily_psi,Moderate
2019-09-09,69.92,77.5,74.25,73.25,73.25,73.63,south_avg_daily_psi,Moderate
2019-09-10,81.42,91.92,90.42,84.75,82.08,86.12,south_avg_daily_psi,Moderate
2019-09-11,78.17,85.08,81.08,80.5,77.58,80.48,south_avg_daily_psi,Moderate
2019-09-12,66.42,73.67,71.25,69.75,67.0,69.62,south_avg_daily_psi,Moderate
2019-09-13,82.92,96.33,91.33,88.5,88.25,89.47,south_avg_daily_psi,Moderate
2019-09-14,86.58,93.0,86.17,91.83,85.08,88.53,south_avg_daily_psi,Moderate
2019-09-15,109.33,120.08,107.08,121.75,106.5,112.95,west_avg_daily_psi,Unhealthy
2019-09-16,79.17,85.75,78.33,88.17,81.0,82.48,west_avg_daily_psi,Moderate
2019-09-17,81.92,86.08,80.17,90.0,82.83,84.2,west_avg_daily_psi,Moderate
2019-09-18,100.42,113.83,105.08,106.33,99.17,104.97,south_avg_daily_psi,Unhealthy
2019-09-19,124.17,145.33,135.58,129.58,124.17,131.77,south_avg_daily_psi,Unhealthy
2019-09-20,62.92,66.92,64.5,67.67,62.5,64.9,west_avg_daily_psi,Moderate
2019-09-21,85.08,90.33,88.33,83.83,87.25,86.97,south_avg_daily_psi,Moderate
2019-09-22,90.58,104.75,98.25,94.5,93.5,96.32,south_avg_daily_psi,Moderate
2019-09-23,114.42,125.0,117.83,114.83,114.08,117.23,south_avg_daily_psi,Unhealthy
2019-09-24,84.67,98.83,91.42,92.5,88.25,91.13,south_avg_daily_psi,Moderate
2019-09-25,70.75,82.25,75.92,72.83,72.33,74.82,south_avg_daily_psi,Moderate
2019-09-26,60.0,65.75,64.5,56.75,60.33,61.47,south_avg_daily_psi,Moderate
2019-09-27,67.42,74.25,74.5,72.83,73.33,72.47,east_avg_daily_psi,Moderate
2019-09-28,67.83,69.0,69.67,72.42,68.5,69.48,west_avg_daily_psi,Moderate
2019-09-29,74.08,74.25,72.25,76.25,73.25,74.02,west_avg_daily_psi,Moderate
2019-09-30,59.08,61.42,60.0,57.83,60.25,59.72,south_avg_daily_psi,Moderate
2019-10-01,58.5,60.92,62.58,55.08,61.17,59.65,east_avg_daily_psi,Moderate
2019-10-02,60.08,59.83,57.5,60.5,60.42,59.67,west_avg_daily_psi,Moderate
2019-10-03,59.17,57.17,63.33,60.75,59.67,60.02,east_avg_daily_psi,Moderate
2019-10-04,56.67,44.33,54.67,59.33,54.08,53.82,west_avg_daily_psi,Moderate
2019-10-05,47.67,43.5,44.0,51.17,40.33,45.33,west_avg_daily_psi,Good
2019-10-06,48.0,50.58,51.83,51.92,46.67,49.8,west_avg_daily_psi,Good
2019-10-07,55.67,55.42,53.08,57.08,56.42,55.53,west_avg_daily_psi,Moderate
2019-10-08,53.25,49.83,49.17,56.75,52.25,52.25,west_avg_daily_psi,Moderate
2019-10-09,57.58,57.25,54.17,55.83,59.08,56.78,central_avg_daily_psi,Moderate
2019-10-10,56.0,56.58,55.42,56.92,57.25,56.43,central_avg_daily_psi,Moderate
2019-10-11,63.0,66.5,63.08,60.67,68.08,64.27,central_avg_daily_psi,Moderate
2019-10-12,57.5,50.42,52.58,59.58,53.33,54.68,west_avg_daily_psi,Moderate
2019-10-13,59.67,53.42,55.75,65.0,58.92,58.55,west_avg_daily_psi,Moderate
2019-10-14,56.92,53.0,52.17,56.92,55.17,54.83,north_avg_daily_psi,Moderate
2019-10-15,57.67,55.42,59.42,57.67,58.58,57.75,east_avg_daily_psi,Moderate
2019-10-16,57.25,54.33,58.67,58.25,58.33,57.37,east_avg_daily_psi,Moderate
2019-10-17,41.67,44.25,41.0,54.0,51.08,46.4,west_avg_daily_psi,Good
2019-10-18,54.67,56.0,54.92,54.92,58.67,55.83,central_avg_daily_psi,Moderate
2019-10-19,59.33,58.58,56.75,56.5,58.58,57.95,north_avg_daily_psi,Moderate
2019-10-20,62.33,63.58,66.08,63.75,65.42,64.23,east_avg_daily_psi,Moderate
2019-10-21,55.83,52.58,50.92,54.17,53.0,53.3,north_avg_daily_psi,Moderate
2019-10-22,55.58,49.0,47.83,51.08,54.92,51.68,north_avg_daily_psi,Moderate
2019-10-23,51.17,51.5,53.25,32.08,47.42,47.08,east_avg_daily_psi,Good
2019-10-24,62.17,61.5,65.42,63.58,60.75,62.68,east_avg_daily_psi,Moderate
2019-10-25,61.42,61.83,63.25,62.58,61.17,62.05,east_avg_daily_psi,Moderate
2019-10-26,53.75,57.5,54.75,55.08,54.5,55.12,south_avg_daily_psi,Moderate
2019-10-27,53.67,52.67,52.92,33.83,53.0,49.22,north_avg_daily_psi,Good
2019-10-28,45.83,52.25,53.67,32.42,50.17,46.87,east_avg_daily_psi,Good
2019-10-29,46.5,52.08,55.17,44.67,47.17,49.12,east_avg_daily_psi,Good
2019-10-30,64.42,64.33,70.25,65.0,63.25,65.45,east_avg_daily_psi,Moderate
2019-10-31,63.92,67.08,63.83,62.92,65.83,64.72,south_avg_daily_psi,Moderate
2019-11-01,68.17,67.75,68.25,62.67,65.92,66.55,east_avg_daily_psi,Moderate
2019-11-02,62.42,66.92,63.83,60.08,62.92,63.23,south_avg_daily_psi,Moderate
2019-11-03,68.08,65.25,63.92,66.17,65.58,65.8,north_avg_daily_psi,Moderate
2019-11-04,64.17,61.25,61.17,54.33,60.25,60.23,north_avg_daily_psi,Moderate
2019-11-05,75.75,80.75,83.25,65.58,73.42,75.75,east_avg_daily_psi,Moderate
2019-11-06,73.92,81.5,77.17,77.83,75.83,77.25,south_avg_daily_psi,Moderate
2019-11-07,74.08,75.92,75.67,72.0,73.58,74.25,south_avg_daily_psi,Moderate
2019-11-08,70.33,73.67,73.0,72.75,68.67,71.68,south_avg_daily_psi,Moderate
2019-11-09,51.08,51.58,49.17,39.92,49.08,48.17,south_avg_daily_psi,Good
2019-11-10,64.33,68.42,68.33,61.67,70.25,66.6,central_avg_daily_psi,Moderate
2019-11-11,61.08,62.0,67.5,51.17,58.83,60.12,east_avg_daily_psi,Moderate
2019-11-12,65.08,67.17,70.17,59.33,64.75,65.3,east_avg_daily_psi,Moderate
2019-11-13,85.42,91.67,94.58,80.0,82.33,86.8,east_avg_daily_psi,Moderate
2019-11-14,79.75,92.0,80.08,81.83,82.17,83.17,south_avg_daily_psi,Moderate
2019-11-15,53.83,56.5,53.58,55.33,55.83,55.02,south_avg_daily_psi,Moderate
2019-11-16,39.08,43.92,52.08,33.0,39.17,41.45,east_avg_daily_psi,Good
2019-11-17,52.75,56.0,55.08,51.67,55.83,54.27,south_avg_daily_psi,Moderate
2019-11-18,53.0,54.67,56.25,54.58,54.67,54.63,east_avg_daily_psi,Moderate
2019-11-19,53.25,54.08,56.58,54.5,53.17,54.32,east_avg_daily_psi,Moderate
2019-11-20,50.42,51.33,52.25,42.08,46.25,48.47,east_avg_daily_psi,Good
2019-11-21,39.67,48.92,52.67,31.0,45.92,43.63,east_avg_daily_psi,Good
2019-11-22,32.08,35.0,43.75,28.92,33.0,34.55,east_avg_daily_psi,Good
2019-11-23,28.33,34.33,37.33,27.75,34.08,32.37,east_avg_daily_psi,Good
2019-11-24,28.83,25.92,33.58,24.08,25.83,27.65,east_avg_daily_psi,Good
2019-11-25,40.42,49.75,50.17,31.17,41.0,42.5,east_avg_daily_psi,Good
2019-11-26,41.08,47.5,53.92,27.33,39.58,41.88,east_avg_daily_psi,Good
2019-11-27,31.5,27.75,37.25,23.17,28.58,29.65,east_avg_daily_psi,Good
2019-11-28,39.42,43.33,42.17,28.75,45.0,39.73,central_avg_daily_psi,Good
2019-11-29,37.17,42.08,45.25,28.17,34.33,37.4,east_avg_daily_psi,Good
2019-11-30,33.67,32.42,42.17,26.17,28.58,32.6,east_avg_daily_psi,Good
2019-12-01,46.42,40.5,44.08,25.75,35.17,38.38,north_avg_daily_psi,Good
2019-12-02,32.33,31.0,39.42,25.0,28.42,31.23,east_avg_daily_psi,Good
2019-12-03,24.5,32.83,30.33,22.83,29.0,27.9,south_avg_daily_psi,Good
2019-12-04,44.58,51.67,51.17,42.58,50.5,48.1,south_avg_daily_psi,Good
2019-12-05,53.0,54.83,54.83,51.92,53.5,53.62,south_avg_daily_psi,Moderate
2019-12-06,52.0,54.58,54.83,51.83,55.17,53.68,central_avg_daily_psi,Moderate
2019-12-07,50.08,53.42,54.33,45.0,54.67,51.5,central_avg_daily_psi,Moderate
2019-12-08,44.83,53.08,51.5,46.75,52.92,49.82,south_avg_daily_psi,Good
2019-12-09,29.58,32.75,28.42,29.67,35.75,31.23,central_avg_daily_psi,Good
2019-12-10,27.08,34.42,35.08,20.58,26.58,28.75,east_avg_daily_psi,Good
2019-12-11,46.75,46.17,50.58,35.83,51.75,46.22,central_avg_daily_psi,Good
2019-12-12,29.75,31.17,31.25,30.58,28.67,30.28,east_avg_daily_psi,Good
2019-12-13,53.17,52.67,50.0,51.25,54.17,52.25,central_avg_daily_psi,Moderate
2019-12-14,33.83,35.83,37.08,30.17,37.5,34.88,central_avg_daily_psi,Good
2019-12-15,25.5,29.83,26.33,21.5,27.75,26.18,south_avg_daily_psi,Good
2019-12-16,24.33,25.5,26.42,20.58,21.33,23.63,east_avg_daily_psi,Good
2019-12-17,22.5,36.0,27.67,26.08,30.5,28.55,south_avg_daily_psi,Good
2019-12-18,22.5,36.0,27.67,26.08,30.5,28.55,south_avg_daily_psi,Good
2019-12-19,32.25,39.67,46.5,26.33,41.33,37.22,east_avg_daily_psi,Good
2019-12-20,31.25,37.08,36.75,31.42,37.33,34.77,central_avg_daily_psi,Good
2019-12-21,34.08,40.0,36.42,35.75,44.33,38.12,central_avg_daily_psi,Good
2019-12-22,33.67,37.0,35.67,24.75,38.33,33.88,central_avg_daily_psi,Good
2019-12-23,30.67,31.42,33.25,31.67,35.58,32.52,central_avg_daily_psi,Good
2019-12-24,33.5,46.92,43.75,47.92,46.17,43.65,west_avg_daily_psi,Good
2019-12-25,35.58,40.25,38.17,37.67,44.83,39.3,central_avg_daily_psi,Good
2019-12-26,42.58,46.58,41.67,42.25,49.25,44.47,central_avg_daily_psi,Good
2019-12-27,35.25,44.67,41.0,42.58,41.08,40.92,south_avg_daily_psi,Good
2019-12-28,34.17,51.25,46.25,27.08,42.25,40.2,south_avg_daily_psi,Good
2019-12-29,37.0,53.42,50.58,40.75,49.17,46.18,south_avg_daily_psi,Good
2019-12-30,40.5,51.67,46.92,42.92,51.17,46.63,south_avg_daily_psi,Good
2019-12-31,35.25,39.67,38.5,36.75,39.08,37.85,south_avg_daily_psi,Good
2020-01-01,33.83,34.58,35.58,34.25,35.75,34.8,central_avg_daily_psi,Good
2020-01-02,34.83,36.25,40.67,28.33,37.92,35.6,east_avg_daily_psi,Good
2020-01-03,37.83,44.08,45.25,39.75,44.25,42.23,east_avg_daily_psi,Good
2020-01-04,40.33,45.75,44.42,37.33,44.83,42.53,south_avg_daily_psi,Good
2020-01-05,40.92,45.75,42.33,38.67,46.75,42.88,central_avg_daily_psi,Good
2020-01-06,41.25,41.75,47.67,38.17,42.33,42.23,east_avg_daily_psi,Good
2020-01-07,24.83,30.08,32.33,23.33,30.92,28.3,east_avg_daily_psi,Good
2020-01-08,25.08,27.67,29.92,30.67,32.42,29.15,central_avg_daily_psi,Good
2020-01-09,35.25,36.08,37.08,31.08,40.92,36.08,central_avg_daily_psi,Good
2020-01-10,37.67,44.83,44.17,36.5,49.17,42.47,central_avg_daily_psi,Good
2020-01-11,47.33,43.42,44.75,35.92,51.5,44.58,central_avg_daily_psi,Good
2020-01-12,46.5,49.0,50.5,41.83,52.42,48.05,central_avg_daily_psi,Good
2020-01-13,51.33,55.0,54.08,53.58,56.17,54.03,central_avg_daily_psi,Moderate
2020-01-14,43.75,47.5,49.42,46.42,52.25,47.87,central_avg_daily_psi,Good
2020-01-15,39.92,43.0,45.0,46.92,46.17,44.2,west_avg_daily_psi,Good
2020-01-16,46.58,52.58,47.67,45.0,51.67,48.7,south_avg_daily_psi,Good
2020-01-17,62.0,66.83,67.58,61.92,71.75,66.02,central_avg_daily_psi,Moderate
2020-01-18,56.83,58.83,61.17,60.58,63.67,60.22,central_avg_daily_psi,Moderate
2020-01-19,43.67,51.5,44.67,37.83,46.17,44.77,south_avg_daily_psi,Good
2020-01-20,48.08,52.58,47.42,41.33,51.75,48.23,south_avg_daily_psi,Good
2020-01-21,36.75,49.25,39.92,38.25,50.42,42.92,central_avg_daily_psi,Good
2020-01-22,34.08,55.58,42.33,39.0,50.33,44.27,south_avg_daily_psi,Good
2020-01-23,36.75,45.5,42.08,35.33,48.42,41.62,central_avg_daily_psi,Good
2020-01-24,32.5,43.5,39.0,37.42,42.0,38.88,south_avg_daily_psi,Good
2020-01-25,34.17,51.92,37.42,38.33,42.75,40.92,south_avg_daily_psi,Good
2020-01-26,29.33,53.33,45.33,35.33,42.17,41.1,south_avg_daily_psi,Good
2020-01-27,29.0,52.75,39.17,39.75,40.67,40.27,south_avg_daily_psi,Good
2020-01-28,33.83,40.92,38.75,34.17,47.25,38.98,central_avg_daily_psi,Good
2020-01-29,36.58,38.33,37.0,38.92,51.33,40.43,central_avg_daily_psi,Good
2020-01-30,22.58,32.25,26.67,24.67,30.92,27.42,south_avg_daily_psi,Good
2020-01-31,31.33,30.92,28.5,30.58,43.0,32.87,central_avg_daily_psi,Good
2020-02-01,32.0,38.83,38.25,37.67,50.75,39.5,central_avg_daily_psi,Good
2020-02-02,44.0,42.33,46.33,38.42,53.0,44.82,central_avg_daily_psi,Good
2020-02-03,49.17,52.92,60.33,51.58,54.83,53.77,east_avg_daily_psi,Moderate
2020-02-04,50.0,52.08,56.33,51.92,54.42,52.95,east_avg_daily_psi,Moderate
2020-02-05,50.83,52.08,55.0,55.08,55.75,53.75,central_avg_daily_psi,Moderate
2020-02-06,39.5,49.58,47.58,49.33,49.42,47.08,south_avg_daily_psi,Good
2020-02-07,38.5,45.0,45.0,43.33,48.0,43.97,central_avg_daily_psi,Good
2020-02-08,51.58,50.42,51.92,51.42,55.08,52.08,central_avg_daily_psi,Moderate
2020-02-09,49.33,47.42,50.83,47.42,53.5,49.7,central_avg_daily_psi,Good
2020-02-10,23.25,21.67,31.0,23.5,29.0,25.68,east_avg_daily_psi,Good
2020-02-11,28.0,28.42,33.08,25.5,35.33,30.07,central_avg_daily_psi,Good
2020-02-12,29.33,32.17,35.83,23.42,35.17,31.18,east_avg_daily_psi,Good
2020-02-13,34.67,40.08,38.67,39.58,47.92,40.18,central_avg_daily_psi,Good
2020-02-14,38.33,44.0,41.5,39.67,55.42,43.78,central_avg_daily_psi,Good
2020-02-15,31.58,44.25,35.83,49.0,50.58,42.25,central_avg_daily_psi,Good
2020-02-16,30.67,51.17,39.25,47.33,53.17,44.32,central_avg_daily_psi,Good
2020-02-17,37.83,51.92,50.83,56.42,56.17,50.63,west_avg_daily_psi,Good
2020-02-18,23.33,24.17,36.25,31.67,35.42,30.17,east_avg_daily_psi,Good
2020-02-19,32.25,37.0,38.92,33.83,41.0,36.6,central_avg_daily_psi,Good
2020-02-20,39.42,41.58,52.42,34.5,45.83,42.75,east_avg_daily_psi,Good
2020-02-21,37.67,37.42,47.92,37.83,45.92,41.35,east_avg_daily_psi,Good
2020-02-22,37.92,39.33,50.75,32.67,43.5,40.83,east_avg_daily_psi,Good
2020-02-23,39.83,44.0,51.58,43.08,46.17,44.93,east_avg_daily_psi,Good
2020-02-24,42.17,42.33,55.42,40.5,43.58,44.8,east_avg_daily_psi,Good
2020-02-25,38.75,51.25,52.08,45.33,51.33,47.75,east_avg_daily_psi,Good
2020-02-26,41.25,45.42,51.83,44.92,52.17,47.12,central_avg_daily_psi,Good
2020-02-27,37.58,38.0,48.58,37.75,42.25,40.83,east_avg_daily_psi,Good
2020-02-28,46.33,42.08,45.25,37.17,47.25,43.62,central_avg_daily_psi,Good
2020-02-29,36.25,49.5,46.33,34.83,52.42,43.87,central_avg_daily_psi,Good
2020-03-01,41.5,50.08,51.5,48.5,51.75,48.67,central_avg_daily_psi,Good
2020-03-02,27.67,37.42,44.0,37.83,38.58,37.1,east_avg_daily_psi,Good
2020-03-03,30.25,37.0,41.67,33.25,37.92,36.02,east_avg_daily_psi,Good
2020-03-04,29.58,32.58,44.08,34.83,47.58,37.73,central_avg_daily_psi,Good
2020-03-05,34.58,46.58,45.08,43.83,50.17,44.05,central_avg_daily_psi,Good
2020-03-06,48.08,52.0,50.25,50.5,56.33,51.43,central_avg_daily_psi,Moderate
2020-03-07,38.5,47.08,47.17,43.92,47.25,44.78,central_avg_daily_psi,Good
2020-03-08,34.08,45.75,38.08,35.08,42.58,39.12,south_avg_daily_psi,Good
2020-03-09,45.17,53.33,52.0,48.92,53.08,50.5,south_avg_daily_psi,Good
2020-03-10,58.0,56.67,57.25,62.5,60.58,59.0,west_avg_daily_psi,Moderate
2020-03-11,54.17,54.42,53.17,60.25,59.75,56.35,west_avg_daily_psi,Moderate
2020-03-12,54.33,58.33,59.58,56.25,63.33,58.37,central_avg_daily_psi,Moderate
2020-03-13,51.58,53.83,56.08,54.58,56.42,54.5,central_avg_daily_psi,Moderate
2020-03-14,29.17,38.67,36.17,39.08,50.25,38.67,central_avg_daily_psi,Good
2020-03-15,32.25,37.67,35.42,47.42,52.42,41.03,central_avg_daily_psi,Good
2020-03-16,28.83,35.92,32.25,30.5,43.25,34.15,central_avg_daily_psi,Good
2020-03-17,29.92,41.83,42.5,41.83,49.0,41.02,central_avg_daily_psi,Good
