record_date,forecast_timestamp,forecast_date,day,temp_low,temp_high,humidity_low,humidity_high,forecast_summary,forecast_text,wind_speed_low,wind_speed_high,wind_direction
2024-06-03,2024-06-06T00:00:00+08:00,06/06/2024,Thursday,25,33,55,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2024-06-03,2024-06-07T00:00:00+08:00,07/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,SSW
2024-06-04,2024-06-05T00:00:00+08:00,05/06/2024,Wednesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SE
2024-06-04,2024-06-06T00:00:00+08:00,06/06/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SE
2024-06-04,2024-06-07T00:00:00+08:00,07/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-04,2024-06-08T00:00:00+08:00,08/06/2024,Saturday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SW
2024-06-05,2024-06-06T00:00:00+08:00,06/06/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,15,SSE
2024-06-05,2024-06-07T00:00:00+08:00,07/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,SW
2024-06-05,2024-06-08T00:00:00+08:00,08/06/2024,Saturday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SW
2024-06-05,2024-06-09T00:00:00+08:00,09/06/2024,Sunday,25,33,60,95,Afternoon thundery showers,Thundery Showers,10,25,S
2024-06-06,2024-06-07T00:00:00+08:00,07/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,SW
2024-06-06,2024-06-08T00:00:00+08:00,08/06/2024,Saturday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SW
2024-06-06,2024-06-09T00:00:00+08:00,09/06/2024,Sunday,25,33,60,95,Afternoon thundery showers,Thundery Showers,10,25,S
2024-06-06,2024-06-10T00:00:00+08:00,10/06/2024,Monday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSE
2024-06-07,2024-06-08T00:00:00+08:00,08/06/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SSW
2024-06-07,2024-06-09T00:00:00+08:00,09/06/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-07,2024-06-10T00:00:00+08:00,10/06/2024,Monday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-07,2024-06-11T00:00:00+08:00,11/06/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-06-08,2024-06-09T00:00:00+08:00,09/06/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-08,2024-06-10T00:00:00+08:00,10/06/2024,Monday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-08,2024-06-11T00:00:00+08:00,11/06/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-06-08,2024-06-12T00:00:00+08:00,12/06/2024,Wednesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-06-09,2024-06-10T00:00:00+08:00,10/06/2024,Monday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SSW
2024-06-09,2024-06-11T00:00:00+08:00,11/06/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-06-09,2024-06-12T00:00:00+08:00,12/06/2024,Wednesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SSW
2024-06-09,2024-06-13T00:00:00+08:00,13/06/2024,Thursday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SW
2024-06-10,2024-06-11T00:00:00+08:00,11/06/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SSE
2024-06-10,2024-06-12T00:00:00+08:00,12/06/2024,Wednesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-06-10,2024-06-13T00:00:00+08:00,13/06/2024,Thursday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SW
2024-06-10,2024-06-14T00:00:00+08:00,14/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SW
2024-06-11,2024-06-12T00:00:00+08:00,12/06/2024,Wednesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-06-11,2024-06-13T00:00:00+08:00,13/06/2024,Thursday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SW
2024-06-11,2024-06-14T00:00:00+08:00,14/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SW
2024-06-11,2024-06-15T00:00:00+08:00,15/06/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SW
2024-06-12,2024-06-13T00:00:00+08:00,13/06/2024,Thursday,25,34,60,95,Late afternoon thundery showers,Thundery Showers,5,15,SW
2024-06-12,2024-06-14T00:00:00+08:00,14/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,20,SW
2024-06-12,2024-06-15T00:00:00+08:00,15/06/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SW
2024-06-12,2024-06-16T00:00:00+08:00,16/06/2024,Sunday,25,33,60,95,Morning thundery showers,Thundery Showers,10,20,SSW
2024-06-13,2024-06-14T00:00:00+08:00,14/06/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SW
2024-06-13,2024-06-15T00:00:00+08:00,15/06/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,SW
2024-06-13,2024-06-16T00:00:00+08:00,16/06/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-13,2024-06-17T00:00:00+08:00,17/06/2024,Monday,24,33,60,95,Morning thundery showers,Thundery Showers,10,20,SSW
2024-06-14,2024-06-15T00:00:00+08:00,15/06/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,SSW
2024-06-14,2024-06-16T00:00:00+08:00,16/06/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-14,2024-06-17T00:00:00+08:00,17/06/2024,Monday,24,33,60,95,Morning thundery showers,Thundery Showers,10,20,SSW
2024-06-14,2024-06-18T00:00:00+08:00,18/06/2024,Tuesday,24,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,S
2024-06-15,2024-06-16T00:00:00+08:00,16/06/2024,Sunday,24,33,65,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-15,2024-06-17T00:00:00+08:00,17/06/2024,Monday,24,33,60,95,Morning thundery showers,Thundery Showers,10,20,SSW
2024-06-15,2024-06-18T00:00:00+08:00,18/06/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,S
2024-06-15,2024-06-19T00:00:00+08:00,19/06/2024,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-06-16,2024-06-17T00:00:00+08:00,17/06/2024,Monday,23,33,65,95,Early hours and pre-dawn thundery showers,Thundery Showers,10,20,SW
2024-06-16,2024-06-18T00:00:00+08:00,18/06/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-16,2024-06-19T00:00:00+08:00,19/06/2024,Wednesday,24,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-16,2024-06-20T00:00:00+08:00,20/06/2024,Thursday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-17,2024-06-18T00:00:00+08:00,18/06/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SW
2024-06-17,2024-06-19T00:00:00+08:00,19/06/2024,Wednesday,24,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-17,2024-06-20T00:00:00+08:00,20/06/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-17,2024-06-21T00:00:00+08:00,21/06/2024,Friday,24,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-18,2024-06-19T00:00:00+08:00,19/06/2024,Wednesday,24,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-18,2024-06-20T00:00:00+08:00,20/06/2024,Thursday,24,33,60,95,Morning thundery showers,Thundery Showers,10,20,SSW
2024-06-18,2024-06-21T00:00:00+08:00,21/06/2024,Friday,24,33,60,95,Morning thundery showers,Thundery Showers,15,25,SSW
2024-06-18,2024-06-22T00:00:00+08:00,22/06/2024,Saturday,25,34,55,95,Afternoon showers,Showers,15,25,S
2024-06-19,2024-06-20T00:00:00+08:00,20/06/2024,Thursday,24,33,60,95,Morning thundery showers,Thundery Showers,10,20,SSW
2024-06-19,2024-06-21T00:00:00+08:00,21/06/2024,Friday,24,33,60,95,Morning thundery showers,Thundery Showers,15,25,SSW
2024-06-19,2024-06-22T00:00:00+08:00,22/06/2024,Saturday,24,33,60,95,Morning thundery showers,Thundery Showers,15,25,S
2024-06-19,2024-06-23T00:00:00+08:00,23/06/2024,Sunday,25,34,50,90,Fair and occasionally windy,Windy,15,30,S
2024-06-20,2024-06-21T00:00:00+08:00,21/06/2024,Friday,24,32,60,95,Morning thundery showers,Thundery Showers,15,25,SW
2024-06-20,2024-06-22T00:00:00+08:00,22/06/2024,Saturday,24,33,60,95,Morning thundery showers,Thundery Showers,15,25,S
2024-06-20,2024-06-23T00:00:00+08:00,23/06/2024,Sunday,25,34,50,90,Fair and occasionally windy,Windy,15,30,SSE
2024-06-20,2024-06-24T00:00:00+08:00,24/06/2024,Monday,25,34,50,90,Fair and occasionally windy ,Windy,15,30,SSE
2024-06-21,2024-06-22T00:00:00+08:00,22/06/2024,Saturday,23,33,60,95,Early hours and pre-dawn thundery showers,Thundery Showers,15,30,SW
2024-06-21,2024-06-23T00:00:00+08:00,23/06/2024,Sunday,25,34,50,90,Fair and occasionally windy,Windy,15,30,SSE
2024-06-21,2024-06-24T00:00:00+08:00,24/06/2024,Monday,25,34,50,90,Fair and occasionally windy ,Windy,15,25,SSE
2024-06-21,2024-06-25T00:00:00+08:00,25/06/2024,Tuesday,25,34,55,90,Afternoon thundery showers,Thundery Showers,10,20,SSE
2024-06-22,2024-06-23T00:00:00+08:00,23/06/2024,Sunday,25,34,50,90,Fair and occasionally windy,Windy,15,30,SSE
2024-06-22,2024-06-24T00:00:00+08:00,24/06/2024,Monday,25,34,50,90,Fair and occasionally windy ,Windy,15,25,SSE
2024-06-22,2024-06-25T00:00:00+08:00,25/06/2024,Tuesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,20,SSE
2024-06-22,2024-06-26T00:00:00+08:00,26/06/2024,Wednesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,15,SE
2024-06-23,2024-06-24T00:00:00+08:00,24/06/2024,Monday,25,34,50,90,Partly cloudy,Partly Cloudy (Day),15,25,SSE
2024-06-23,2024-06-25T00:00:00+08:00,25/06/2024,Tuesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,20,SSE
2024-06-23,2024-06-26T00:00:00+08:00,26/06/2024,Wednesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,15,SE
2024-06-23,2024-06-27T00:00:00+08:00,27/06/2024,Thursday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,SE
2024-06-24,2024-06-25T00:00:00+08:00,25/06/2024,Tuesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,20,SSE
2024-06-24,2024-06-26T00:00:00+08:00,26/06/2024,Wednesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,20,SE
2024-06-24,2024-06-27T00:00:00+08:00,27/06/2024,Thursday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,ESE
2024-06-24,2024-06-28T00:00:00+08:00,28/06/2024,Friday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,SE
2024-06-25,2024-06-26T00:00:00+08:00,26/06/2024,Wednesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,ESE
2024-06-25,2024-06-27T00:00:00+08:00,27/06/2024,Thursday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,ESE
2024-06-25,2024-06-28T00:00:00+08:00,28/06/2024,Friday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,SE
2024-06-25,2024-06-29T00:00:00+08:00,29/06/2024,Saturday,24,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-06-26,2024-06-27T00:00:00+08:00,27/06/2024,Thursday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,ESE
2024-06-26,2024-06-28T00:00:00+08:00,28/06/2024,Friday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,SE
2024-06-26,2024-06-29T00:00:00+08:00,29/06/2024,Saturday,24,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-06-26,2024-06-30T00:00:00+08:00,30/06/2024,Sunday,24,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,S
2024-06-27,2024-06-28T00:00:00+08:00,28/06/2024,Friday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,SE
2024-06-27,2024-06-29T00:00:00+08:00,29/06/2024,Saturday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2024-06-27,2024-06-30T00:00:00+08:00,30/06/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSE
2024-06-27,2024-07-01T00:00:00+08:00,01/07/2024,Monday,25,34,50,90,Partly cloudy,Partly Cloudy (Day),10,20,S
2024-06-28,2024-06-29T00:00:00+08:00,29/06/2024,Saturday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,20,SSE
2024-06-28,2024-06-30T00:00:00+08:00,30/06/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSW
2024-06-28,2024-07-01T00:00:00+08:00,01/07/2024,Monday,25,34,55,90,Partly cloudy,Partly Cloudy (Day),10,20,SSE
2024-06-28,2024-07-02T00:00:00+08:00,02/07/2024,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,15,SSW
2024-06-29,2024-06-30T00:00:00+08:00,30/06/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-06-29,2024-07-01T00:00:00+08:00,01/07/2024,Monday,25,34,55,90,Partly cloudy,Partly Cloudy (Day),10,20,SSE
2024-06-29,2024-07-02T00:00:00+08:00,02/07/2024,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,15,SSW
2024-06-29,2024-07-03T00:00:00+08:00,03/07/2024,Wednesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,25,S
2024-06-30,2024-07-01T00:00:00+08:00,01/07/2024,Monday,25,34,55,90,Afternoon thundery showers,Thundery Showers,5,15,SSE
2024-06-30,2024-07-02T00:00:00+08:00,02/07/2024,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSW
2024-06-30,2024-07-03T00:00:00+08:00,03/07/2024,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,S
2024-06-30,2024-07-04T00:00:00+08:00,04/07/2024,Thursday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-07-01,2024-07-02T00:00:00+08:00,02/07/2024,Tuesday,25,34,55,95,Afternoon thundery showers,Thundery Showers,10,20,S
2024-07-01,2024-07-03T00:00:00+08:00,03/07/2024,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSE
2024-07-01,2024-07-04T00:00:00+08:00,04/07/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2024-07-01,2024-07-05T00:00:00+08:00,05/07/2024,Friday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,15,SSW
2024-07-02,2024-07-03T00:00:00+08:00,03/07/2024,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSE
2024-07-02,2024-07-04T00:00:00+08:00,04/07/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2024-07-02,2024-07-05T00:00:00+08:00,05/07/2024,Friday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,15,SSW
2024-07-02,2024-07-06T00:00:00+08:00,06/07/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,15,SSW
2024-07-03,2024-07-04T00:00:00+08:00,04/07/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2024-07-03,2024-07-05T00:00:00+08:00,05/07/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SSW
2024-07-03,2024-07-06T00:00:00+08:00,06/07/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SSW
2024-07-03,2024-07-07T00:00:00+08:00,07/07/2024,Sunday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,S
2024-07-04,2024-07-05T00:00:00+08:00,05/07/2024,Friday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,SW
2024-07-04,2024-07-06T00:00:00+08:00,06/07/2024,Saturday,25,34,60,95,Afternoon thundery showers,Thundery Showers,5,15,W
2024-07-04,2024-07-07T00:00:00+08:00,07/07/2024,Sunday,25,33,60,95,Afternoon thundery showers,Thundery Showers,10,20,S
2024-07-04,2024-07-08T00:00:00+08:00,08/07/2024,Monday,25,34,60,95,Afternoon thundery showers,Thundery Showers,10,20,SSE
2024-07-05,2024-07-06T00:00:00+08:00,06/07/2024,Saturday,25,33,60,95,Late afternoon and evening thundery showers,Thundery Showers,5,15,W
2024-07-05,2024-07-07T00:00:00+08:00,07/07/2024,Sunday,25,33,60,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-07-05,2024-07-08T00:00:00+08:00,08/07/2024,Monday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-07-05,2024-07-09T00:00:00+08:00,09/07/2024,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-07-06,2024-07-07T00:00:00+08:00,07/07/2024,Sunday,25,34,55,95,Afternoon thundery showers,Thundery Showers,5,15,S
2024-07-06,2024-07-08T00:00:00+08:00,08/07/2024,Monday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-07-06,2024-07-09T00:00:00+08:00,09/07/2024,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-07-06,2024-07-10T00:00:00+08:00,10/07/2024,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,S
2024-07-07,2024-07-08T00:00:00+08:00,08/07/2024,Monday,25,33,60,95,Morning thundery showers,Thundery Showers,10,20,SSW
2024-07-07,2024-07-09T00:00:00+08:00,09/07/2024,Tuesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-07,2024-07-10T00:00:00+08:00,10/07/2024,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,S
2024-07-07,2024-07-11T00:00:00+08:00,11/07/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-08,2024-07-09T00:00:00+08:00,09/07/2024,Tuesday,25,34,60,95,Afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-08,2024-07-10T00:00:00+08:00,10/07/2024,Wednesday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-08,2024-07-11T00:00:00+08:00,11/07/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-08,2024-07-12T00:00:00+08:00,12/07/2024,Friday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-09,2024-07-10T00:00:00+08:00,10/07/2024,Wednesday,24,32,60,95,Morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-09,2024-07-11T00:00:00+08:00,11/07/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-09,2024-07-12T00:00:00+08:00,12/07/2024,Friday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-09,2024-07-13T00:00:00+08:00,13/07/2024,Saturday,25,33,60,95,Morning thundery showers,Thundery Showers,15,25,SSE
2024-07-10,2024-07-11T00:00:00+08:00,11/07/2024,Thursday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-10,2024-07-12T00:00:00+08:00,12/07/2024,Friday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2024-07-10,2024-07-13T00:00:00+08:00,13/07/2024,Saturday,25,34,55,95,Morning thundery showers,Thundery Showers,15,25,SSE
2024-07-10,2024-07-14T00:00:00+08:00,14/07/2024,Sunday,25,34,55,95,Afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-11,2024-07-12T00:00:00+08:00,12/07/2024,Friday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,20,S
2024-07-11,2024-07-13T00:00:00+08:00,13/07/2024,Saturday,25,33,55,95,Morning thundery showers,Thundery Showers,15,25,SSE
2024-07-11,2024-07-14T00:00:00+08:00,14/07/2024,Sunday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-11,2024-07-15T00:00:00+08:00,15/07/2024,Monday,25,34,50,95,Fair and windy,Windy,15,30,S
2024-07-12,2024-07-13T00:00:00+08:00,13/07/2024,Saturday,25,33,55,95,Morning thundery showers,Thundery Showers,15,25,SSE
2024-07-12,2024-07-14T00:00:00+08:00,14/07/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-12,2024-07-15T00:00:00+08:00,15/07/2024,Monday,25,34,50,85,Fair and windy,Windy,15,30,SSE
2024-07-12,2024-07-16T00:00:00+08:00,16/07/2024,Tuesday,25,34,50,85,Fair and windy,Windy,15,30,SSE
2024-07-13,2024-07-14T00:00:00+08:00,14/07/2024,Sunday,25,33,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,25,SSE
2024-07-13,2024-07-15T00:00:00+08:00,15/07/2024,Monday,25,34,50,85,Fair and windy,Windy,15,30,S
2024-07-13,2024-07-16T00:00:00+08:00,16/07/2024,Tuesday,25,34,50,85,Fair and windy,Windy,15,30,S
2024-07-13,2024-07-17T00:00:00+08:00,17/07/2024,Wednesday,24,33,55,95,Late morning and early afternoon showers,Showers,15,25,S
2024-07-14,2024-07-15T00:00:00+08:00,15/07/2024,Monday,25,34,50,85,Fair and windy,Windy,15,30,S
2024-07-14,2024-07-16T00:00:00+08:00,16/07/2024,Tuesday,25,34,50,85,Fair and windy,Windy,15,30,S
2024-07-14,2024-07-17T00:00:00+08:00,17/07/2024,Wednesday,24,33,55,95,Late morning and early afternoon showers,Showers,15,25,S
2024-07-14,2024-07-18T00:00:00+08:00,18/07/2024,Thursday,24,33,60,95,Morning thundery showers,Thundery Showers,15,30,S
2024-07-15,2024-07-16T00:00:00+08:00,16/07/2024,Tuesday,25,34,50,85,Fair and occasionally windy,Fair (Day),15,30,S
2024-07-15,2024-07-17T00:00:00+08:00,17/07/2024,Wednesday,25,34,50,85,Fair,Fair (Day),15,25,SSE
2024-07-15,2024-07-18T00:00:00+08:00,18/07/2024,Thursday,25,33,50,85,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-15,2024-07-19T00:00:00+08:00,19/07/2024,Friday,25,33,50,85,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-16,2024-07-17T00:00:00+08:00,17/07/2024,Wednesday,26,33,50,85,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-16,2024-07-18T00:00:00+08:00,18/07/2024,Thursday,26,33,50,85,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-16,2024-07-19T00:00:00+08:00,19/07/2024,Friday,26,33,50,85,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-16,2024-07-20T00:00:00+08:00,20/07/2024,Saturday,26,33,55,85,Fair and occasionally windy,Fair (Day),10,25,SSE
2024-07-17,2024-07-18T00:00:00+08:00,18/07/2024,Thursday,26,33,55,90,Fair and occasionally windy,Fair (Day),15,30,S
2024-07-17,2024-07-19T00:00:00+08:00,19/07/2024,Friday,26,33,50,85,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-17,2024-07-20T00:00:00+08:00,20/07/2024,Saturday,26,33,55,85,Fair and occasionally windy,Fair (Day),10,25,SSE
2024-07-17,2024-07-21T00:00:00+08:00,21/07/2024,Sunday,25,33,55,90,Late morning and early afternoon thundery showers,Thundery Showers,10,20,SSE
2024-07-18,2024-07-19T00:00:00+08:00,19/07/2024,Friday,26,34,55,90,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-18,2024-07-20T00:00:00+08:00,20/07/2024,Saturday,26,34,50,90,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-18,2024-07-21T00:00:00+08:00,21/07/2024,Sunday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-18,2024-07-22T00:00:00+08:00,22/07/2024,Monday,25,34,60,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-19,2024-07-20T00:00:00+08:00,20/07/2024,Saturday,26,34,50,90,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-19,2024-07-21T00:00:00+08:00,21/07/2024,Sunday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-19,2024-07-22T00:00:00+08:00,22/07/2024,Monday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-19,2024-07-23T00:00:00+08:00,23/07/2024,Tuesday,25,34,60,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSW
2024-07-20,2024-07-21T00:00:00+08:00,21/07/2024,Sunday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,15,30,SSE
2024-07-20,2024-07-22T00:00:00+08:00,22/07/2024,Monday,26,34,50,90,Fair and occasionally windy,Fair (Day),15,30,SSE
2024-07-20,2024-07-23T00:00:00+08:00,23/07/2024,Tuesday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSW
2024-07-20,2024-07-24T00:00:00+08:00,24/07/2024,Wednesday,25,34,55,95,Late morning and early afternoon thundery showers,Thundery Showers,10,25,SSE
2024-07-21,2024-07-22T00:00:00+08:00,22/07/2024,Monday,26,34,50,85,Fair,Fair (Day),15,25,SSE
2024-07-21,2024-07-23T00:00:00+08:00,23/07/2024,Tuesday,26,34,55,95,Late morning showers,Showers,10,25,SSE
2024-07-21,2024-07-24T00:00:00+08:00,24/07/2024,Wednesday,26,34,55,90,Partly cloudy,Partly Cloudy (Day),10,25,SSE
2024-07-21,2024-07-25T00:00:00+08:00,25/07/2024,Thursday,26,34,55,90,Partly cloudy,Partly Cloudy (Day),10,25,SSE
2024-07-22,2024-07-23T00:00:00+08:00,23/07/2024,Tuesday,27,34,50,90,Fair and occasionally windy,Fair (Day),15,25,SSE
