Date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
31/1/2018,9.6,7.8,9.4,9.6,27.7,32.8,25.5,5.4,26.3
1/2/2018,1.6,1,1,1.6,28.7,33.1,26.6,6.5,34.9
2/2/2018,0.8,0.2,0.4,0.4,26.5,28.4,24.8,5,28.8
3/2/2018,0.2,0.2,0.2,0.2,27.8,31.9,25,6.1,31
4/2/2018,1.2,1,1,1.2,27.3,30.6,25.5,6.5,36.4
5/2/2018,0.2,0.2,0.2,0.2,27.5,31.3,25.5,6.8,41.8
6/2/2018,0,0,0,0,27.2,31.3,24.9,7.2,29.2
7/2/2018,0,0,0,0,26.7,30.3,25,6.5,34.6
8/2/2018,0,0,0,0,27.1,31.3,24.8,6.5,26.3
9/2/2018,0,0,0,0,27.3,32.5,24.5,6.5,27
10/2/2018,0,0,0,0,27.5,32.9,24.4,6.5,30.6
11/2/2018,0,0,0,0,27.6,31.9,25,6.8,33.8
12/2/2018,0,0,0,0,27.9,32.9,25.2,8.3,41.8
13/2/2018,0,0,0,0,28,33.7,25.2,5.8,28.8
14/2/2018,0,0,0,0,27.7,32.7,25.2,6.1,27
15/2/2018,0,0,0,0,27.9,32.3,25.5,5.8,22.3
16/2/2018,0,0,0,0,27.7,31.1,25.3,5.8,17.6
17/2/2018,0,0,0,0,27.6,30.5,25.6,6.8,26.6
18/2/2018,0,0,0,0,28,33.5,25.6,6.8,29.9
19/2/2018,0,0,0,0,27.9,31.8,25.5,6.8,30.6
20/2/2018,0,0,0,0,27.9,31.4,25.7,7.6,32.8
21/2/2018,0,0,0,0,28.3,32.5,25.8,6.1,27
22/2/2018,0,0,0,0,28.3,32.1,26,6.8,30.6
23/2/2018,30.8,10.6,13,19,26.5,32.1,24.2,5,28.1
24/2/2018,0,0,0,0,26.7,30.5,25.1,4.7,23.4
25/2/2018,0,0,0,0,27.9,31.5,25.7,5.4,22.7
26/2/2018,0,0,0,0,28.3,32.7,26.2,5.8,25.2
27/2/2018,0,0,0,0,28.2,32.9,25.9,5.4,24.1
28/2/2018,0,0,0,0,28.2,32.1,26.2,6.1,26.3
1/3/2018,0,0,0,0,28.5,32.5,25.5,5,25.9
2/3/2018,0,0,0,0,27.9,30.5,26.5,5.4,23.8
3/3/2018,0.4,0.4,0.4,0.4,28.1,32.1,26.4,6.5,29.9
4/3/2018,36.8,29,35.6,36.8,27.5,31.3,24.5,4.3,23
5/3/2018,0,0,0,0,28.9,33.4,26.1,6.1,27
6/3/2018,0,0,0,0,28.4,31.7,25.8,5.8,29.2
7/3/2018,7.6,5.4,6.6,6.8,26.8,28.2,24.7,5,34.6
8/3/2018,0,0,0,0,27.3,30.4,25.6,4.7,23
9/3/2018,0,0,0,0,29,33.7,26.1,5.8,31
10/3/2018,16.2,7.4,7.6,7.8,27.6,29.7,25.1,6.5,34.9
11/3/2018,0,0,0,0,28.4,32.1,26,6.1,33.8
12/3/2018,0.4,0.2,0.4,0.4,28,32.2,26.4,5.4,25.2
13/3/2018,0,0,0,0,28.8,33.3,26.3,4.7,24.1
14/3/2018,0,0,0,0,28.5,32.5,25.8,6.5,29.9
15/3/2018,0,0,0,0,28.6,32.2,26,6.1,24.5
16/3/2018,0.6,0.6,0.6,0.6,28.4,32,24.1,6.5,36.7
17/3/2018,0,0,0,0,28.7,32.9,26.2,7.6,31
18/3/2018,0,0,0,0,28.9,32.7,26.5,6.5,28.1
19/3/2018,1.4,1.4,1.4,1.4,28.5,32.4,26.3,7.9,32.4
20/3/2018,2.6,2.6,2.6,2.6,28.3,31.8,25.2,6.8,31
21/3/2018,0,0,0,0,28.4,31.7,26.2,5,23.4
22/3/2018,0,0,0,0,29.3,34.4,27,6.5,27.4
23/3/2018,0,0,0,0,29,32.8,26.6,6.8,32.8
24/3/2018,12,7.4,11.8,12,28.1,31.9,23.6,5.4,22.7
25/3/2018,0.4,0.4,0.4,0.4,27.7,31.6,26.4,4.3,23
26/3/2018,0.6,0.4,0.6,0.6,27.6,31.7,25.4,4.3,30.2
27/3/2018,8.4,3.8,5.4,5.4,25.7,27.5,23.4,5.8,32.8
28/3/2018,0,0,0,0,27.5,31.6,24.9,4.3,23.8
29/3/2018,0,0,0,0,27.3,30.3,26,5.4,21.2
30/3/2018,1.8,1.8,1.8,1.8,27.5,31.6,24.2,4.7,31.7
31/3/2018,0,0,0,0,28.9,32.9,26,5,26.3
1/4/2018,43.8,34.2,42.8,43.8,27.7,33,22.5,4.7,53.3
2/4/2018,14.4,13.8,14.4,14.4,28.8,34.2,25.1,4.3,20.9
3/4/2018,0.2,0.2,0.2,0.2,28.5,31.9,26.8,6.8,28.1
4/4/2018,0,0,0,0,28.3,30.4,26.5,8.6,34.2
5/4/2018,0,0,0,0,28.5,33.4,26.2,6.8,31.3
6/4/2018,0,0,0,0,28.8,32.1,26.5,5.8,29.5
7/4/2018,3,1.8,2,2,27.9,32,26.5,5.4,26.6
8/4/2018,0,0,0,0,28.8,33.2,27.1,5.8,25.9
9/4/2018,0,0,0,0,29.5,33.8,27.1,6.5,30.2
10/4/2018,0,0,0,0,28.7,32.7,26.7,5.4,29.2
11/4/2018,0,0,0,0,29.1,32.6,27.1,6.5,29.9
12/4/2018,0,0,0,0,29.3,32.5,26.7,6.5,30.6
13/4/2018,4.6,2.4,3.8,4.6,29.3,33.2,27.1,6.5,31
14/4/2018,4,2.8,3.2,3.2,28,32.1,24.5,4.3,32.4
15/4/2018,16.8,8.8,10.2,15,27.6,31.8,24.6,4,23.8
16/4/2018,1,0.6,0.8,1,27,29.2,25.7,4.7,27.4
17/4/2018,23.8,15.2,23.8,23.8,27.7,32.5,25.3,4,26.6
18/4/2018,0,0,0,0,28.9,33.5,26.4,4.7,27
19/4/2018,7.2,4.6,4.8,4.8,27.7,30.5,25.6,4,28.1
20/4/2018,37.2,17.6,19.4,32.4,27.5,31.6,24.6,4.7,29.2
21/4/2018,0,0,0,0,27.7,31.6,25.1,4,26.6
22/4/2018,0,0,0,0,28.7,32,26.3,5,29.5
23/4/2018,0,0,0,0,28.1,31.9,26.7,4,23.4
24/4/2018,0.6,0.6,0.6,0.6,28.7,32.1,25.9,5.8,21.2
25/4/2018,0,0,0,0,30.4,34.1,27.5,5,25.6
26/4/2018,0,0,0,0,29.2,32.9,27.4,5.4,23.4
27/4/2018,13.6,10,10.2,10.2,27,29.9,24.7,4.3,31.3
28/4/2018,0,0,0,0,28.6,33.4,25.4,5.4,24.5
29/4/2018,0,0,0,0,29.6,33.3,27.5,6.8,23.4
30/4/2018,1.6,1.6,1.6,1.6,29.2,34,27.1,6.8,37.1
1/5/2018,23,11,11.6,12.2,27.2,28.8,24.9,4,35.3
2/5/2018,1.6,1,1,1,28.2,32.4,25.6,4.3,19.4
3/5/2018,0.4,0.4,0.4,0.4,28.5,32.4,26.9,4.3,25.2
4/5/2018,0,0,0,0,29.5,33.2,26.9,4.7,20.9
5/5/2018,0.4,0.2,0.4,0.4,29,31.6,27.6,5,30.2
6/5/2018,1.8,1.8,1.8,1.8,29.3,32,27.8,5.4,29.5
7/5/2018,0,0,0,0,29.7,33.7,27,6.1,24.5
8/5/2018,0,0,0,0,29.7,32.5,27.7,8.3,28.8
9/5/2018,0,0,0,0,29.9,34,28.1,8.6,29.5
10/5/2018,0,0,0,0,29.2,33,27.4,7.2,38.9
11/5/2018,0,0,0,0,29.6,34.6,28.3,6.8,23.4
12/5/2018,0,0,0,0,29.7,35.2,28.3,6.8,31
13/5/2018,0.6,0.4,0.6,0.6,28.6,31.8,27.2,4.7,24.8
14/5/2018,0.2,0.2,0.2,0.2,28.6,31.9,26.5,5.4,31
15/5/2018,0.2,0.2,0.2,0.2,28.8,32.2,27.3,5,35.3
16/5/2018,4.2,4.2,4.2,4.2,28,31.9,26.2,5,27.4
17/5/2018,0,0,0,0,29.1,32,27.2,5,22.3
18/5/2018,1,0.6,0.6,0.6,28.8,32.9,25.6,5,28.1
19/5/2018,3.2,3.2,3.2,3.2,28.3,30.8,27.2,3.6,21.2
20/5/2018,19.4,6.6,10.4,16.8,27,30,24.1,3.2,20.5
21/5/2018,0,0,0,0,28.4,31.2,26.4,4.3,24.1
22/5/2018,0,0,0,0,28.8,31.7,27.4,4.7,18
23/5/2018,13.2,8.8,10.8,11.8,27.8,30,24.4,4.7,33.8
24/5/2018,0.2,0.2,0.2,0.2,28.6,33.2,24.3,7.2,28.1
25/5/2018,0,0,0,0,29.2,32.1,27.1,6.1,25.9
26/5/2018,25.4,9.4,16.6,23.4,27.8,31.3,24.8,4.3,25.9
27/5/2018,9.6,3.8,6,8,27.5,30.7,25.2,5,25.2
28/5/2018,3.8,1.8,2.4,3.2,27.7,30.4,24.8,5,24.1
29/5/2018,1,0.6,0.8,0.8,28.2,32.4,26.6,4,22.7
30/5/2018,6.2,2.2,3.2,5.6,28,32.1,25,4.3,26.3
31/5/2018,2.6,1.2,1.6,2.2,27.7,30,24.9,3.2,32
1/6/2018,26,12.2,19.4,23.4,28.2,31.3,24.5,4.3,22.7
2/6/2018,11.6,4.8,6.6,9.4,27.4,30.1,23.7,4.3,41.8
3/6/2018,6,3,7.4,15.2,27.1,29.4,24.5,4.3,29.8
4/6/2018,5.2,3.4,25.8,2.6,26.9,32.1,24.7,6,22.4
5/6/2018,0,0,0,0,29.9,33.6,27.9,6.5,25.9
6/6/2018,0,0,0,0,30.1,33.8,28.1,6.8,19.8
7/6/2018,0,0,0,0,30.1,34,28.4,6.8,26.3
8/6/2018,8.2,7.8,8,8,28.9,31.5,23.8,5.8,37.4
9/6/2018,0,0,0,0,29.4,31.8,27.8,4.7,19.8
10/6/2018,0,0,0,0,29.6,32.3,27.9,7.2,27
11/6/2018,0,0,0,0,30,33.1,28.3,7.6,28.8
12/6/2018,0,0,0,0,29.6,32,27.7,5.4,32.4
13/6/2018,7.6,7.2,7.6,7.6,28.6,31.6,26.8,5,22.3
14/6/2018,0,0,0,0,28.8,32.4,27.4,4.3,26.6
15/6/2018,24.2,18.8,20.8,20.8,26.9,28.7,22.2,4.7,41.8
16/6/2018,0,0,0,0,29.3,32.8,26.8,6.1,22.7
17/6/2018,0,0,0,0,29.6,32.7,27.9,6.1,21.2
18/6/2018,4.8,4.2,4.6,4.8,28.4,30.5,25,5.8,23.4
19/6/2018,5.6,5.6,5.6,5.6,27.8,30.4,24.4,7.6,42.5
20/6/2018,35.2,27.8,34.6,35,27.4,29.9,23.2,4.3,42.5
21/6/2018,0,0,0,0,28.6,31.8,26.9,5.4,28.8
22/6/2018,0,0,0,0,28.7,31.2,26.6,6.1,24.8
23/6/2018,0,0,0,0,27.9,29.6,26.5,5.4,26.6
24/6/2018,1.2,0.8,0.8,0.8,26.7,28.7,24.5,6.8,25.9
25/6/2018,6.8,3.8,5.2,6,26.5,28,23.1,6.1,35.3
26/6/2018,17.8,15.4,17.4,17.6,27,28.3,23.8,4.7,19.4
27/6/2018,6.6,2.4,2.8,3.6,26.1,27.4,24.1,5.8,38.5
28/6/2018,0,0,0,0,27.9,31.2,25.7,6.5,22
29/6/2018,2,0.6,0.8,1,26.3,27.6,24.6,5,30.6
30/6/2018,0,0,0,0,28,30.7,26.5,6.8,22.3
1/7/2018,1.8,1.4,1.4,1.4,26.9,29.4,25,5.8,33.8
2/7/2018,0.6,0.4,0.6,0.6,27.5,31,25.6,5,20.2
3/7/2018,8.2,7.8,8,8,27.6,29.7,24.1,5.4,23.4
4/7/2018,0,0,0,0,28.4,32.5,25.2,5.8,19.4
5/7/2018,0,0,0,0,28.7,31.7,26.6,6.8,28.4
6/7/2018,0,0,0,0,28.7,32.2,27,8.3,26.6
7/7/2018,0,0,0,0,28.7,31.4,27.2,7.2,22.3
8/7/2018,0,0,0,0,28.6,31.4,27.1,7.2,28.4
9/7/2018,0.8,0.6,0.8,0.8,28.5,31.3,25.3,6.8,37.4
10/7/2018,3.4,1,1.4,2.4,26.8,28,23.3,7.2,35.3
11/7/2018,0.2,0.2,0.2,0.2,28.2,31.6,26.5,5.8,19.4
12/7/2018,0,0,0,0,29,32.9,27.2,6.8,22.3
13/7/2018,0,0,0,0,28.9,32.3,27.1,7.6,28.8
14/7/2018,0,0,0,0,28.8,31.8,27,7.2,22.3
15/7/2018,18.2,17,17.6,17.8,27.3,30.7,22.1,6.1,37.4
16/7/2018,0,0,0,0,28.8,31.8,26.9,7.6,31
17/7/2018,0,0,0,0,28.9,31.8,27.3,7.9,27
18/7/2018,0,0,0,0,29,31.7,27.3,7.9,29.9
19/7/2018,9,7.8,8.8,9,28.3,31.5,24.7,6.8,31.3
20/7/2018,7.2,7,7.2,7.2,28.8,32.1,25.8,5.4,24.1
21/7/2018,5.6,5.4,5.4,5.6,28.1,29.8,25.9,4.3,19.8
22/7/2018,0,0,0,0,29,32.1,27.2,6.1,23.4
23/7/2018,0,0,0,0,29.4,33.5,27.5,7.6,26.3
24/7/2018,0,0,0,0,29.4,33.2,27.3,8.3,26.6
25/7/2018,0.6,0.2,0.4,0.6,27.5,29.8,25.1,5.4,30.6
26/7/2018,0,0,0,0,28.5,32.6,25.9,5.8,24.1
27/7/2018,0,0,0,0,29.2,33.1,27,7.9,29.5
28/7/2018,0,0,0,0,29.4,32.9,27.2,7.9,22.7
29/7/2018,0,0,0,0,29,32.5,27.3,6.5,26.6
30/7/2018,4.2,1.8,2.4,3.4,26.9,28.2,24.9,6.1,35.3
31/7/2018,0.4,0.2,0.2,0.2,27.5,30.9,26.1,4.7,33.1
1/8/2018,0.8,0.2,0.4,0.6,26.3,27.1,25.1,4.7,27.4
2/8/2018,0,0,0,0,27.8,31.5,26.3,7.6,27.7
3/8/2018,0,0,0,0,28.7,32.3,27,7.2,28.1
4/8/2018,0,0,0,0,28.3,31.5,26.9,7.2,25.6
5/8/2018,1.2,1.2,1.2,1.2,28.2,30.9,26.5,6.8,26.6
6/8/2018,0,0,0,0,28.4,30.9,27,7.9,29.2
7/8/2018,2.8,2.8,2.8,2.8,28,30.7,24.4,7.2,26.3
8/8/2018,0.2,0.2,0.2,0.2,27.4,29.5,23.6,6.8,54.4
9/8/2018,0,0,0,0,28.6,32.1,27.3,6.5,25.2
10/8/2018,0,0,0,0,29.2,32.9,26.8,6.1,27.7
11/8/2018,0,0,0,0,28.8,32.5,27.1,7.2,25.9
12/8/2018,0,0,0,0,29.2,32.9,26.9,6.5,20.5
13/8/2018,0,0,0,0,29.5,33.7,27.3,7.9,22
14/8/2018,0,0,0,0,29.5,33.3,27.5,8.3,24.8
15/8/2018,0,0,0,0,29.4,33.1,27.7,9.4,31.3
16/8/2018,0,0,0,0,29.2,33.2,27.3,8.3,24.5
17/8/2018,4,4,4,4,28.2,30,24.5,7.6,40.7
18/8/2018,0,0,0,0,29,32.6,26.5,9.7,33.5
19/8/2018,0,0,0,0,29.2,32.4,27.5,10.4,29.9
20/8/2018,0.4,0.4,0.4,0.4,29.3,33.2,27.3,8.6,29.2
21/8/2018,0,0,0,0,29.2,33.4,27.1,7.9,29.2
22/8/2018,23.8,11.4,11.8,12,27.5,30,24.6,4.7,36.4
23/8/2018,0,0,0,0,28.8,31.7,27.1,5.4,20.2
24/8/2018,32.8,25.6,32.2,32.8,27.4,31.4,22.7,5,36
25/8/2018,0.2,0.2,0.2,0.2,27.7,30.7,25,6.8,34.9
26/8/2018,0,0,0,0,29,32.7,26.6,6.8,25.9
27/8/2018,0,0,0,0,29.1,33.3,27.1,9,25.6
28/8/2018,0,0,0,0,28.3,31,27.1,5,22.7
29/8/2018,0,0,0,0,28,31,26.7,6.1,24.1
30/8/2018,0,0,0,0,28.6,32.6,26.1,5.8,24.5
31/8/2018,47.8,46,47.8,47.8,27.8,32.3,23.8,6.1,41.8
1/9/2018,0,0,0,0,28,31.3,25.2,4.3,18.4
2/9/2018,23,22.2,22.8,23,27,28.7,22.3,3.6,31.3
3/9/2018,0.4,0.4,0.4,0.4,27.7,30.6,24.6,6.5,40
4/9/2018,24.4,16.4,21,23.6,26.3,28.1,22.9,4.3,49.7
5/9/2018,0,0,0,0,27.5,30.3,25.1,5,19.4
6/9/2018,0,0,0,0,28.5,32,26.2,5,20.5
7/9/2018,4.4,1.2,1.4,1.6,26.9,28.5,24.7,4,28.4
8/9/2018,83.6,30.2,43.8,69,26.8,29.1,22.8,5.4,42.1
9/9/2018,4.8,3.2,4.4,4.8,27.5,30.3,24.5,5.4,33.1
10/9/2018,2.6,1.6,1.6,1.6,27.2,29.7,24,5.8,33.1
11/9/2018,8.8,7.4,7.4,8.4,26.4,29.2,24.3,4.3,34.2
12/9/2018,0,0,0,0,0,0,0,2.2,6.8
13/9/2018,0,0,0,0,0,0,0,6.5,22
14/9/2018,0,0,0,0,29,32.7,26.5,7.2,27
15/9/2018,0,0,0,0,28.5,31.3,27,6.1,25.6
16/9/2018,0,0,0,0,28.4,31,27.1,7.9,28.8
17/9/2018,0,0,0,0,28.8,32.3,26.8,7.9,24.5
18/9/2018,0.4,0.4,0.4,0.4,28.1,31.5,25.7,5,29.5
19/9/2018,12.4,8,10.4,11.6,27.1,32.6,23.6,4.7,24.8
20/9/2018,2.6,2,2.2,2.2,26.8,30.1,23.2,5,32.8
21/9/2018,1.2,1.2,1.2,1.2,26.5,29.5,24,5,28.1
22/9/2018,0.4,0.4,0.4,0.4,27.4,31.4,26.2,6.5,22.7
23/9/2018,0,0,0,0,28.7,32.5,25.9,6.1,22
24/9/2018,0,0,0,0,29.3,33.2,26.5,5,21.6
25/9/2018,0,0,0,0,29.3,33.5,27.2,6.5,25.6
26/9/2018,0,0,0,0,28.7,33.4,26.9,6.5,29.9
27/9/2018,0,0,0,0,29.1,33.2,26.7,6.1,25.9
28/9/2018,0,0,0,0,29.3,33.8,26.7,6.1,21.2
29/9/2018,0,0,0,0,29.1,33.2,26.8,6.5,25.9
30/9/2018,0,0,0,0,29.1,33,27,7.2,29.2
1/10/2018,0,0,0,0,29.2,33.1,27.2,6.5,24.1
2/10/2018,0,0,0,0,29.3,33.5,27.1,6.1,20.9
3/10/2018,0,0,0,0,29.4,32.8,27.5,5.8,23.8
4/10/2018,2.4,2.2,2.4,2.4,29.3,32.4,27.7,7.9,32.4
5/10/2018,0,0,0,0,29.7,34.4,27.2,6.5,24.8
6/10/2018,0,0,0,0,28.4,33.2,27.1,7.2,43.2
7/10/2018,0,0,0,0,28.3,31.6,26.8,5,26.6
8/10/2018,0,0,0,0,27.9,31.7,26.4,4.3,27.4
9/10/2018,109.8,42.8,65,85.6,26.7,29.4,23.3,4,25.6
10/10/2018,30.2,9.4,12.2,13.4,26.5,29.9,24,4.3,25.6
11/10/2018,17.6,15.6,16.6,16.6,27.1,32.6,24.2,4.3,28.4
12/10/2018,6.6,4.4,5.2,5.4,27,30.2,24.4,5.4,27.7
13/10/2018,23.2,10.2,10.6,17.4,26.4,29.1,23.7,4.3,31.7
14/10/2018,34.2,13.4,15,16.2,25.5,26.9,23.6,4.7,30.6
15/10/2018,0,0,0,0,28.3,32.3,25.1,4.7,20.2
16/10/2018,0,0,0,0,27.9,33,26.4,4.3,31.7
17/10/2018,0,0,0,0,28.2,31.8,26.4,4.3,22.7
18/10/2018,1.8,1.4,1.4,1.4,27,29.2,24,6.5,36.7
19/10/2018,1.4,0.6,0.8,1,28.3,32.3,24,5,28.8
20/10/2018,0,0,0,0,29.2,32.3,27.4,5.4,19.8
21/10/2018,0,0,0,0,29.1,33.7,27.5,5.8,30.6
22/10/2018,0,0,0,0,29,32.7,26,6.8,31
23/10/2018,4.2,4,4.2,4.2,27.9,33.5,24.5,4.7,22.7
24/10/2018,0,0,0,0,28.5,31.9,26.6,5,25.9
25/10/2018,0,0,0,0,28.2,30.7,26,4,22.3
26/10/2018,0,0,0,0,28.9,32.3,26.6,5.4,27
27/10/2018,31.4,22.8,24.4,24.4,27.6,32.5,24.6,4.3,23.4
28/10/2018,9.2,7.8,9.2,9.2,28.1,32,24.1,3.2,21.2
29/10/2018,8.2,7.4,7.6,8.2,27.9,33.1,25.6,4,25.2
30/10/2018,14.4,9.8,9.8,10.4,27.5,32.2,25,4.3,37.4
31/10/2018,3.4,1.8,2,3.4,27.6,31.2,25.4,4.3,22.7
1/11/2018,2.8,1.2,2,2.8,26.6,28.3,25.4,4.3,27.4
2/11/2018,4.6,3.8,4.4,4.6,27.3,32.7,25,4.7,33.5
3/11/2018,0.2,0.2,0.2,0.2,27.7,29.9,26.3,4,19.4
4/11/2018,4.8,2.4,2.8,2.8,27.6,33,25.9,4.3,28.1
5/11/2018,0,0,0,0,27.8,30.7,26,4.3,19.1
6/11/2018,0.2,0.2,0.2,0.2,27.9,32.6,25.5,5.8,27.7
7/11/2018,24.4,13.6,15.8,24.4,28.1,31.4,23.9,5.8,26.6
8/11/2018,20.6,10.8,14.6,17.4,28.6,33.6,24.2,5.8,26.6
9/11/2018,2.2,1,1.2,1.4,27.1,28.5,25.1,3.6,30.6
10/11/2018,0.6,0.4,4.2,10.4,28.7,29.9,22.8,4.8,40.3
11/11/2018,0.4,19.8,6,42.6,29.5,32.9,27.1,7,27.4
12/11/2018,3,3,3,3,0,0,0,5,16.6
13/11/2018,2.8,1,1.4,1.8,0,30.2,25.1,4,19.8
14/11/2018,20.4,7.6,10.8,14.8,27.5,30.6,24.6,5,25.9
15/11/2018,19,7.4,12.4,16,26.3,30.2,23.8,4.7,51.5
16/11/2018,0,0,0,0,28.3,32.1,25.6,3.6,16.9
17/11/2018,23.4,21,22.4,23.2,27.7,30.2,22.1,4.7,50.4
18/11/2018,10.6,5.2,7.8,8.4,26.7,29.1,23.7,4,28.4
19/11/2018,2.6,0.8,1.4,2.2,27.2,31,25.1,4.7,20.2
20/11/2018,0.4,0.4,0.4,0.4,28.4,31.4,25,4.7,25.6
21/11/2018,59.4,20,22.4,25.6,26.6,30.1,23.2,6.8,39.2
22/11/2018,24.6,12.8,21.8,23.8,26.9,30.3,23.7,3.6,25.2
23/11/2018,36.4,23.2,32.6,36.4,27.4,33.4,24.3,3.6,22
24/11/2018,0,0,0,0,28.6,32.8,25.8,4.7,23
25/11/2018,5.6,4.4,5.2,5.4,28,31.2,25.2,4,22
26/11/2018,27.8,22.8,23.8,26.6,28.2,32.1,22.4,5.4,37.4
27/11/2018,19.4,13.6,16.4,18.6,27,30.1,23.5,5.8,38.9
28/11/2018,13.6,12,13.6,13.6,28,32,25,4.3,24.8
29/11/2018,1.4,0.8,0.8,0.8,28.6,32.1,26.2,4.3,27.4
30/11/2018,3.2,1,1.2,1.4,27.8,32,26,4.3,20.5
1/12/2018,15.6,4.8,5.6,6.6,27.1,31.7,24.6,4.3,30.2
2/12/2018,18.8,9.2,13,14.8,27.2,32.6,25.3,5,24.8
3/12/2018,5.8,4.6,5.4,5.8,26.8,31,25.2,3.6,16.2
4/12/2018,10.4,6.8,9.6,9.8,28.2,33,25.4,4.7,20.2
5/12/2018,1.6,0.8,1.2,1.2,27.7,32.7,25.8,4,25.6
6/12/2018,0.6,0.4,0.6,0.6,27.8,30.9,25.9,4,19.4
7/12/2018,0.2,0.2,0.2,0.2,27.9,30.7,25.9,4.3,19.1
8/12/2018,1.4,0.8,0.8,1,27.8,31.4,26.2,5,23.8
9/12/2018,26.6,22.2,25.8,25.8,28.2,32.9,24.8,4,27.7
10/12/2018,9.4,5.2,5.2,5.2,27.6,31.1,25.8,3.6,20.9
11/12/2018,5.2,1.6,2,3.2,26.8,30.6,24.5,4.3,40.3
12/12/2018,13,6.2,10.2,12.6,26.8,32.2,24.7,3.2,14.8
13/12/2018,0,0,0,0,27,29.5,25,4,27.4
14/12/2018,0,0,0,0,27.6,30.7,25.3,4.3,23.8
15/12/2018,2.8,1.6,2.4,2.8,27.4,31.2,24.6,4.3,26.6
16/12/2018,11.6,8,8.4,9,26.9,32.3,23.8,4.3,19.8
17/12/2018,0,0,0,0,27.3,31.5,25.2,5,43.2
18/12/2018,0,0,0,0,28.7,32.4,26.5,5.8,25.6
19/12/2018,0,0,0,0,29,33.2,26.6,4,20.9
20/12/2018,0,0,0,0,28.7,33.1,26.4,5,26.6
21/12/2018,0.2,0.2,0.2,0.2,28.7,33.5,26.5,5.4,29.5
22/12/2018,4.2,4,4.2,4.2,28.2,33,25.9,4.7,25.6
23/12/2018,0,0,0,0,28.1,31.4,25.6,4,19.4
24/12/2018,0,0,0,0,29,32.1,26.5,4.7,22
25/12/2018,0,0,0,0,29.3,32.4,26.6,6.5,31.7
26/12/2018,2.2,2,2.2,2.2,28.9,33.1,23.7,9.4,45
27/12/2018,0,0,0,0,28.4,31,26.6,7.2,29.5
28/12/2018,0,0,0,0,29.6,33.1,27.1,6.8,29.5
29/12/2018,0,0,0,0,28.6,30.6,26.4,5.8,21.2
30/12/2018,2.8,2.8,2.8,2.8,0,0,0,4.7,20.5
31/12/2018,48.6,30.6,34.8,47.6,0,0,0,4.5,23.3
1/1/2019,6.6,5.6,6.2,6.6,28.2,33.9,25,5.4,31
2/1/2019,0.2,0.2,0.2,0.2,29,32.9,26.1,8.6,29.5
3/1/2019,0.6,0.4,0.6,0.6,29.2,32,27,12.2,40.3
4/1/2019,0,0,0,0,29.5,32.1,27.2,8.6,34.2
5/1/2019,0,0,0,0,29,31.6,27.1,5.8,26.3
6/1/2019,0,0,0,0,29.3,33.3,27.3,5.8,27.7
7/1/2019,0,0,0,0,29.3,33.2,26.9,6.5,28.8
8/1/2019,15.8,8.2,8.4,8.8,28.3,32.2,25,5,34.6
9/1/2019,0,0,0,0,29,33.1,26.7,6.1,27.7
10/1/2019,0,0,0,0,29.2,33.5,26.8,6.5,34.9
11/1/2019,3.8,3.8,3.8,3.8,29.1,33.9,26.4,5.4,25.2
12/1/2019,0.6,0.4,0.4,0.6,28.8,33.9,26.3,4.7,23.4
13/1/2019,32.2,30,32.2,32.2,28.1,32.8,23.1,4.7,25.2
14/1/2019,0.2,0.2,0.2,0.2,28.5,32.8,26.5,5,25.2
15/1/2019,16.6,16.6,16.6,16.6,27.9,33.2,24.5,5.4,36
16/1/2019,0,0,0,0,28.5,32.3,26,6.1,26.3
17/1/2019,8.4,4.2,5.6,5.6,26.9,31.9,25.2,5,28.8
18/1/2019,29,7.2,10.8,14.6,26,28.7,23.3,5.8,32.8
19/1/2019,0,0,0,0,27.9,31.9,25.3,5.4,27.7
20/1/2019,0,0,0,0,28.6,33.4,25.9,5.8,27
21/1/2019,6.4,6.2,6.4,6.4,28.3,32.8,25.4,5.4,28.8
22/1/2019,0,0,0,0,28.2,31.6,26.1,7.6,31.3
23/1/2019,0,0,0,0,28.6,32.9,26.4,6.8,31
24/1/2019,0,0,0,0,28.3,32.4,26.3,5.8,28.4
25/1/2019,0,0,0,0,27.8,30.8,26,5.8,30.2
26/1/2019,0,0,0,0,27.9,31.8,25.8,6.5,29.9
27/1/2019,0,0,0,0,28.1,32.1,26.2,6.8,35.3
28/1/2019,0.2,0.2,0.2,0.2,27.4,30.1,26.5,6.1,33.8
29/1/2019,0.2,0.2,0.2,0.2,28.6,32.6,26.3,6.1,28.8
30/1/2019,0,0,0,0,28.7,32.7,26.4,6.1,29.5
31/1/2019,0,0,0,0,28.3,32.2,26.2,5.4,29.2
1/2/2019,0,0,0,0,29.1,34.3,26.3,6.1,29.5
2/2/2019,0.6,0.6,0.6,0.6,28.7,32.7,26.5,6.1,25.6
3/2/2019,0,0,0,0,28.9,32.9,26.7,5.4,28.4
4/2/2019,28.8,14.6,19.2,23.8,28.1,34.5,24.2,5.4,36
5/2/2019,0.2,0.2,0.2,0.2,27.9,32.6,25,5.4,25.6
6/2/2019,0,0,0,0,28.6,34,24.9,5.4,26.3
